PROPERTY_TYPE,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,LATITUDE,LONGITUDE,MEDIAN_INCOME,GROWTH,POP_SIZE,POP_AGE,BLACK_POP,IMMIGRANTS,POP_GROWTH
3,Torrington,11,06790,170000.0,2.0,1.5,1226.0,0.0,1987.0,1.0,41.838904,-73.105708,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Torrington,11,06790,329000.0,4.0,2.0,1614.0,12632.0,1949.0,1.0,41.810116,-73.0981004,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Kingston,9,12401,305000.0,3.0,1.0,1334.0,5001.0,1955.0,1.0,41.9556762,-73.9961222,14536.0,14410.0,35225.0,40,0.114520937,723.0,0.0
1,Poughquag,9,12570,649000.0,4.0,3.5,3965.0,94525.0,2002.0,1.0,41.6155336,-73.6902483,2291.0,-96.0,6792.0,41.7,0.068462898,241.0,0.0
1,Torrington,11,06790,250000.0,3.0,1.0,1448.0,9583.0,1950.0,1.0,41.8013235,-73.1430049,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Bearsville,9,12498,749000.0,2.0,1.0,1622.0,43124.0,1930.0,1.0,42.0416079,-74.1522324,2405.0,-2863.0,4657.0,60.5,0.017607902,115.0,0.0
1,Winchester,11,06098,249900.0,4.0,1.5,2862.0,10454.0,1904.0,1.0,41.9225756,-73.0733392,4708.0,-1923.0,10316.0,50.6,0.011244668,1.0,0.0
1,Winchester,11,06098,264900.0,3.0,1.5,1750.0,35283.0,1948.0,1.0,41.9170511,-73.050789,4708.0,-1923.0,10316.0,50.6,0.011244668,1.0,0.0
4,Marlboro,9,12542,629000.0,4.0,4.0,1848.0,83635.0,1988.0,1.0,41.6293272,-73.9574506,2407.0,1443.0,5825.0,46.8,0.031587983,45.0,0.0
4,Rosendale,9,12472,350000.0,3.0,2.0,837.0,5227.0,1900.0,1.0,41.8410455,-74.0874039,608.0,-216.0,1304.0,48.7,0.021472393,16.0,0.0
1,Red Hook,9,12571,159900.0,3.0,1.5,1284.0,28750.0,1950.0,1.0,42.0263983,-73.8346237,3616.0,3555.0,9167.0,46,0.037962256,170.0,0.0
3,Winchester,11,06098,144900.0,2.0,2.0,1958.0,0.0,1987.0,1.0,41.9115568,-73.0552337,4708.0,-1923.0,10316.0,50.6,0.011244668,1.0,0.0
1,Winchester,11,06098,200000.0,3.0,1.5,1344.0,13939.0,1900.0,1.0,41.9147792,-73.0741231,4708.0,-1923.0,10316.0,50.6,0.011244668,1.0,0.0
1,Staatsburg,9,12580,164900.0,3.0,1.0,1206.0,26572.0,1930.0,1.0,41.8345706,-73.9329281,1655.0,1397.0,4389.0,47.3,0.028024607,116.0,0.0
1,Wappingers Falls,9,12590,375000.0,2.0,1.0,900.0,87120.0,1923.0,1.0,41.6073212,-73.9077073,14041.0,13881.0,36849.0,45.1,0.092295585,1751.0,0.0
7,High Falls,9,12419,975000.0,7.0,4.0,5088.0,0.0,1930.0,1.0,41.8539598,-74.1062551,272.0,41.0,648.0,52.1,0,0.0,0.0
6,Rosendale,9,12472,59900.0,3.0,2.0,1152.0,21780.0,2000.0,1.0,41.8443125,-74.0810669,608.0,-216.0,1304.0,48.7,0.021472393,16.0,0.0
1,Kingston,9,12401,99900.0,2.0,1.0,1152.0,4791.0,1942.0,1.0,41.9371345,-74.0354056,14536.0,14410.0,35225.0,40,0.114520937,723.0,0.0
4,Pine Bush,9,12566,649900.0,4.0,4.0,2818.0,5502.0,1900.0,1.0,41.6122645,-74.2996065,4224.0,-70.0,13028.0,38.3,0.039069696,22.0,0.0
3,Saugerties,9,12477,285000.0,2.0,2.0,1170.0,435.0,2015.0,1.0,42.0460084,-73.959705,7790.0,7775.0,18196.0,48.1,0.013574412,122.0,0.0
1,Saugerties,9,12477,299900.0,4.0,1.0,1152.0,6098.0,1950.0,2.0,42.01373,-73.9837031,7790.0,7775.0,18196.0,48.1,0.013574412,122.0,0.0
1,Dover,9,12594,299900.0,3.0,1.0,2300.0,21780.0,1940.0,2.0,41.6540135,-73.5459083,1581.0,1467.0,3930.0,43.7,0.1,10.0,0.0
1,Saugerties,9,12477,1649000.0,5.0,2.5,1860.0,46609.0,1963.0,2.0,42.0935688,-73.9323495,7790.0,7775.0,18196.0,48.1,0.013574412,122.0,0.0
3,Poughkeepsie Twp,9,12603,155000.0,1.0,1.0,925.0,0.0,1982.0,2.0,41.703767,-73.880621,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,Poughkeepsie,9,12603,189900.0,2.0,1.0,1556.0,9583.0,1947.0,2.0,41.6832205,-73.9139142,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,Highland,9,12528,309000.0,4.0,2.0,1600.0,52272.0,1974.0,2.0,41.7644049,-74.024444,5425.0,4370.0,13675.0,45.1,0.047166362,348.0,0.0
4,Lanesville,9,12480,755000.0,0.0,0.0,1008.0,56628.0,1989.0,2.0,42.1287954,-74.25835,169.0,-7462.0,369.0,54.8,0,10.0,0.0
1,Lagrangeville,9,12540,1400000.0,4.0,3.0,3323.0,425146.0,2003.0,2.0,41.665019,-73.78083,3009.0,2535.0,9107.0,38.1,0.043812452,191.0,0.0
1,Poughkeepsie,9,12603,320000.0,3.0,2.0,1344.0,31799.0,1956.0,2.0,41.7043293,-73.8716544,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,New Paltz,9,12561,819000.0,5.0,4.0,3176.0,261360.0,1985.0,2.0,41.7211244,-74.1380574,6429.0,4964.0,18058.0,34,0.062133127,558.0,0.0
4,Otis,10,01253,350000.0,4.0,2.0,1728.0,78408.0,1900.0,2.0,42.1942784,-73.091553,434.0,163.0,879.0,52.9,0,0.0,0.0
3,Hopewell Junction,9,12533,300000.0,2.0,2.5,1298.0,436.0,1987.0,2.0,41.6159115,-73.7478546,8556.0,4970.0,26101.0,41.9,0.043638175,1391.0,0.0
1,Cornwall,11,06031,449000.0,3.0,3.0,2716.0,74052.0,1971.0,2.0,41.9075529,-73.2718598,630.0,-2407.0,1421.0,55.7,0.011963406,19.0,0.0
1,Kent,11,06785,350000.0,3.0,2.0,1970.0,60983.0,1977.0,2.0,41.7231538,-73.4221878,314.0,-10915.0,801.0,57.7,0.02372035,0.0,0.0
3,Torrington,11,06790,169900.0,3.0,2.0,1410.0,0.0,1976.0,2.0,41.8777749,-73.1106585,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Rhinebeck,9,12572,465000.0,3.0,2.0,3000.0,95832.0,1976.0,3.0,41.9681004,-73.8364157,3904.0,3069.0,8762.0,55.6,0.020657384,155.0,0.0
1,Wallkill,9,12589,314900.0,4.0,2.5,2866.0,47916.0,1990.0,3.0,41.5857712,-74.1201192,5431.0,4661.0,19255.0,38.9,0.082835627,295.0,0.0
1,Torrington,11,06790,179900.0,3.0,1.0,1377.0,4791.0,1930.0,3.0,41.8153756,-73.1189401,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
4,Norfolk,11,06058,289900.0,7.0,2.0,2631.0,13939.0,1900.0,3.0,41.9969638,-73.2115432,700.0,-449.0,1750.0,50.8,0.004,12.0,0.0
1,Torrington,11,06790,249000.0,3.0,1.5,1700.0,13068.0,1976.0,3.0,41.799874,-73.1451715,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Red Hook,9,12571,899600.0,2.0,2.5,1496.0,5663.0,2020.0,3.0,41.9844667,-73.8848386,3616.0,3555.0,9167.0,46,0.037962256,170.0,0.0
1,Highland,9,12528,319000.0,3.0,1.0,1350.0,111514.0,1950.0,3.0,41.6658459,-74.0263171,5425.0,4370.0,13675.0,45.1,0.047166362,348.0,0.0
1,Torrington,11,06790,164900.0,2.0,1.0,1622.0,17859.0,1930.0,3.0,41.8069253,-73.1410687,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Red Hook,9,12571,299900.0,3.0,2.0,1608.0,45738.0,1987.0,3.0,42.0146331,-73.8836443,3616.0,3555.0,9167.0,46,0.037962256,170.0,0.0
1,Woodbourne,9,12788,240000.0,3.0,1.0,1300.0,82764.0,1957.0,4.0,41.7833215,-74.5842002,714.0,-3217.0,2596.0,47.2,0.151771957,12.0,0.0
1,Ellenville,9,12428,575000.0,4.0,2.5,2744.0,47480.0,1940.0,4.0,41.7437782,-74.428312,2594.0,2470.0,6866.0,40.3,0.062044859,93.0,0.0
1,Hunter,9,12442,219000.0,1.0,2.0,547.0,448.0,1987.0,4.0,42.205986,-74.204889,390.0,-27.0,686.0,59,0,0.0,0.0
1,Torrington,11,06790,229900.0,4.0,2.0,1927.0,13068.0,1982.0,4.0,41.7977944,-73.1441573,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Torrington,11,06790,379900.0,3.0,2.5,1951.0,20037.0,1955.0,4.0,41.8027902,-73.0976739,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Poughkeepsie,9,12601,369000.0,4.0,2.0,2122.0,9583.0,1900.0,4.0,41.695398,-73.9210332,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
2,Woodridge,9,12789,205000.0,2.0,3.5,1456.0,2178.0,1989.0,4.0,41.6994275,-74.5827472,785.0,-5631.0,1961.0,31.2,0.061703213,110.0,0.0
1,Watertown,11,06779,165000.0,3.0,2.0,1152.0,11325.0,1950.0,4.0,41.5929311,-73.0927979,3405.0,-14415.0,7849.0,45.9,0.008663524,12.0,0.0
3,Highland,9,12528,239000.0,2.0,2.0,1027.0,436.0,1991.0,4.0,41.7009398,-73.9641237,5425.0,4370.0,13675.0,45.1,0.047166362,348.0,0.0
1,Pine Bush,9,12566,299900.0,4.0,2.0,1408.0,8803.0,1940.0,4.0,41.6062191,-74.347922,4224.0,-70.0,13028.0,38.3,0.039069696,22.0,0.0
1,Wallkill,9,12589,200000.0,4.0,3.5,3570.0,74052.0,1990.0,4.0,41.6188591,-74.093461,5431.0,4661.0,19255.0,38.9,0.082835627,295.0,0.0
1,V. Rhinebeck,9,12572,695000.0,4.0,2.5,3480.0,41382.0,1975.0,4.0,41.932141,-73.8975626,3904.0,3069.0,8762.0,55.6,0.020657384,155.0,0.0
1,V. Rhinebeck,9,12572,750000.0,3.0,1.0,1186.0,13939.0,1957.0,4.0,41.9295425,-73.8991358,3904.0,3069.0,8762.0,55.6,0.020657384,155.0,0.0
1,Poughkeepsie,9,12601,325000.0,3.0,2.0,1000.0,6098.0,1947.0,4.0,41.7332505,-73.9106532,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
1,Torrington,11,06790,219900.0,3.0,1.5,1632.0,12196.0,1973.0,4.0,41.8009346,-73.1381645,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Catskill,9,12414,425000.0,3.0,1.5,2320.0,49222.0,1980.0,4.0,42.2348121,-73.9013291,4363.0,3411.0,10211.0,46.7,0.062775438,162.0,0.0
1,Poughkeepsie,9,12603,389900.0,2.0,2.0,1415.0,15246.0,1910.0,4.0,41.6778599,-73.9261169,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,Hyde Park,9,12601,749000.0,2.0,1.5,3940.0,940896.0,1966.0,5.0,41.778672,-73.883482,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
1,Red Hook,9,12571,625000.0,4.0,2.5,2600.0,29621.0,1965.0,5.0,42.0127769,-73.8880541,3616.0,3555.0,9167.0,46,0.037962256,170.0,0.0
1,Poughkeepsie,9,12603,439000.0,3.0,2.0,2124.0,24829.0,1956.0,5.0,41.6946409,-73.8789587,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,Pawling,9,12564,695000.0,3.0,3.0,2435.0,269201.0,1987.0,5.0,41.614714,-73.529316,2855.0,-12707.0,7945.0,47.2,0.039521712,136.0,0.0
1,Poughkeepsie Twp,9,12603,399000.0,3.0,2.5,1876.0,43560.0,1965.0,5.0,41.631726,-73.909511,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
4,Catskill,9,12414,340000.0,4.0,2.0,0.0,3049.0,1910.0,5.0,42.213853,-73.8606286,4363.0,3411.0,10211.0,46.7,0.062775438,162.0,0.0
1,Highland,9,12528,399000.0,3.0,2.0,1375.0,25265.0,1991.0,5.0,41.739795,-74.0199824,5425.0,4370.0,13675.0,45.1,0.047166362,348.0,0.0
1,North East,9,12546,300000.0,2.0,1.0,1824.0,224334.0,1975.0,5.0,41.981764,-73.525617,1215.0,338.0,2766.0,50.1,0.090744758,72.0,0.0
2,Woodridge,9,12789,205000.0,2.0,2.5,1728.0,3646.0,1986.0,5.0,41.6962713,-74.5845302,785.0,-5631.0,1961.0,31.2,0.061703213,110.0,0.0
1,Watertown,11,06779,165000.0,3.0,1.0,1034.0,10018.0,1920.0,5.0,41.5926306,-73.0948267,3405.0,-14415.0,7849.0,45.9,0.008663524,12.0,0.0
4,Torrington,11,06790,259900.0,6.0,2.0,2220.0,3484.0,1900.0,5.0,41.7936472,-73.1183869,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Hudson,9,12534,249900.0,3.0,1.0,1047.0,37462.0,1952.0,5.0,42.238683,-73.644904,7568.0,7379.0,18194.0,45.2,0.105144553,983.0,0.0
1,Poughkeepsie City,9,12603,489000.0,3.0,3.0,2570.0,22651.0,1958.0,6.0,41.679299,-73.9158203,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,Dover Plains,9,12522,475000.0,4.0,2.5,2101.0,52272.0,2017.0,6.0,41.699357,-73.57321,1862.0,-7666.0,4834.0,41.5,0.004551096,91.0,0.0
1,Wurtsboro,9,12790,50000.0,2.0,1.0,631.0,7841.0,1967.0,6.0,41.5906,-74.4992457,1766.0,-829.0,4542.0,46,0.009247028,170.0,0.0
1,Catskill,9,12414,30000.0,1.0,1.0,816.0,13068.0,1975.0,6.0,42.197911,-73.961031,4363.0,3411.0,10211.0,46.7,0.062775438,162.0,0.0
1,Milan,9,12571,395000.0,3.0,3.0,2168.0,82764.0,2003.0,6.0,42.0060311,-73.7472111,3616.0,3555.0,9167.0,46,0.037962256,170.0,0.0
3,Poughkeepsie City,9,12603,265000.0,2.0,2.0,1336.0,0.0,2004.0,6.0,41.678926,-73.90836,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
4,Highland,9,12528,548900.0,4.0,4.0,2478.0,102366.0,2009.0,6.0,41.6956673,-74.0123877,5425.0,4370.0,13675.0,45.1,0.047166362,348.0,0.0
1,Poughkeepsie Twp,9,12601,354900.0,2.0,1.5,2509.0,25700.0,1950.0,7.0,41.6630082,-73.932377,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
4,Milan,9,12571,449000.0,4.0,2.0,2360.0,12632.0,1900.0,7.0,41.9722629,-73.8205171,3616.0,3555.0,9167.0,46,0.037962256,170.0,0.0
1,New Paltz,9,12561,224900.0,3.0,1.0,1276.0,26136.0,1955.0,7.0,41.7116862,-74.0864705,6429.0,4964.0,18058.0,34,0.062133127,558.0,0.0
1,Taghkanic,9,12504,1400000.0,0.0,1.0,1200.0,7579440.0,1995.0,7.0,42.122723,-73.707508,9.0,-8476.0,1299.0,19.8,0.086989992,145.0,0.0
1,Kingston,9,12401,249900.0,3.0,1.5,1252.0,43560.0,1973.0,7.0,41.9854234,-74.0296221,14536.0,14410.0,35225.0,40,0.114520937,723.0,0.0
4,Ellenville,9,12428,815000.0,5.0,2.5,1532.0,2726856.0,1930.0,7.0,41.7711748,-74.4602726,2594.0,2470.0,6866.0,40.3,0.062044859,93.0,0.0
1,Chichester,9,12416,100000.0,2.0,1.0,576.0,15681.0,1966.0,7.0,42.1080218,-74.2947364,137.0,102.0,216.0,67.5,0,0.0,0.0
1,Saugerties,9,12477,749000.0,4.0,1.5,2941.0,9147.0,1900.0,7.0,42.0789641,-73.94969,7790.0,7775.0,18196.0,48.1,0.013574412,122.0,0.0
3,Poughkeepsie,9,12601,155000.0,3.0,1.0,880.0,1742.0,1975.0,7.0,41.7684264,-73.8712687,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
1,Dover Plains,9,12522,209000.0,3.0,1.0,1207.0,21344.0,1969.0,7.0,41.6999637,-73.5810596,1862.0,-7666.0,4834.0,41.5,0.004551096,91.0,0.0
1,Ulster Park,9,12487,189900.0,3.0,1.5,2122.0,17859.0,1969.0,7.0,41.8924623,-73.9816485,1499.0,-665.0,3930.0,48.8,0.113994911,8.0,0.0
1,Catskill,9,12414,575000.0,3.0,1.0,1116.0,200376.0,1930.0,7.0,42.2311282,-73.8618691,4363.0,3411.0,10211.0,46.7,0.062775438,162.0,0.0
1,Fallsburg,9,12733,290000.0,3.0,2.0,1560.0,906048.0,1920.0,7.0,41.7547558,-74.5752764,139.0,-600.0,2771.0,39.3,0.344280043,4.0,0.0
1,Catskill,9,12414,315000.0,4.0,2.0,1864.0,43560.0,1986.0,7.0,42.1680652,-73.9445009,4363.0,3411.0,10211.0,46.7,0.062775438,162.0,0.0
4,Ellenville,9,12428,815000.0,5.0,4.0,1532.0,2722500.0,1930.0,7.0,41.7703512,-74.460861,2594.0,2470.0,6866.0,40.3,0.062044859,93.0,0.0
1,Jewett,9,12444,399000.0,4.0,1.5,2500.0,309712.0,1940.0,7.0,42.26265,-74.265945,147.0,-191.0,432.0,50.7,0,1.0,0.0
1,Rifton,9,12471,325000.0,3.0,1.0,1162.0,29620.0,1950.0,7.0,41.835789,-74.035957,288.0,-1954.0,288.0,58.6,0,0.0,0.0
3,Poughkeepsie,9,12603,247700.0,2.0,2.0,1328.0,745.0,2003.0,7.0,41.678061,-73.904449,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,North Canaan,11,06018,240000.0,4.0,1.0,1396.0,15681.0,1900.0,7.0,42.0278304,-73.3346933,1055.0,447.0,2607.0,46.4,0.02301496,0.0,0.0
1,Torrington,11,06790,229900.0,2.0,2.0,1092.0,6534.0,1940.0,8.0,41.8147843,-73.1300508,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Kingston,9,12401,300000.0,3.0,1.5,1513.0,4478.0,1923.0,8.0,41.9336185,-73.9956516,14536.0,14410.0,35225.0,40,0.114520937,723.0,0.0
1,New Paltz,9,12561,399900.0,5.0,3.0,2650.0,19602.0,1971.0,8.0,41.7057454,-74.092635,6429.0,4964.0,18058.0,34,0.062133127,558.0,0.0
3,Poughkeepsie,9,12603,229000.0,2.0,1.5,1990.0,423.0,1975.0,8.0,41.6858409,-73.9090226,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
4,Wappingers Falls,9,12590,508000.0,3.0,1.5,1906.0,23522.0,1936.0,8.0,41.5895539,-73.9105613,14041.0,13881.0,36849.0,45.1,0.092295585,1751.0,0.0
3,Wappingers Falls,9,12590,70000.0,1.0,1.0,900.0,147233.0,1965.0,8.0,41.5952045,-73.9084715,14041.0,13881.0,36849.0,45.1,0.092295585,1751.0,0.0
1,Rhinebeck,9,12572,89000.0,2.0,1.0,480.0,5662.0,1955.0,8.0,41.9089777,-73.810913,3904.0,3069.0,8762.0,55.6,0.020657384,155.0,0.0
1,Kent,11,06757,529000.0,4.0,3.0,2892.0,60983.0,1976.0,8.0,41.722243,-73.400876,929.0,-1235.0,2152.0,55.4,0.004182156,94.0,0.0
1,Kingston,9,12401,629000.0,4.0,1.5,1999.0,7405.0,1915.0,8.0,41.9280192,-73.9894536,14536.0,14410.0,35225.0,40,0.114520937,723.0,0.0
1,Germantown,9,12526,549900.0,2.0,1.5,1564.0,60984.0,1950.0,8.0,42.1204562,-73.8929462,1444.0,893.0,3310.0,54.6,0.013293051,30.0,0.0
1,Washington,9,12545,1500000.0,4.0,2.0,16894.0,228690.0,1920.0,8.0,41.7720939,-73.6971974,2009.0,529.0,4321.0,54.8,0.041194168,105.0,0.0
1,Poughkeepsie,9,12601,425000.0,3.0,2.5,2604.0,22651.0,1965.0,8.0,41.6338392,-73.9122148,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
1,Poughkeepsie,9,12603,549000.0,4.0,3.0,2227.0,13939.0,1968.0,8.0,41.655268,-73.9098724,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,Kingston,9,12443,282000.0,3.0,1.0,1661.0,52272.0,1960.0,8.0,41.91113,-74.048901,1570.0,1248.0,3919.0,49.1,0.035213065,45.0,0.0
1,New Milford,11,06776,499900.0,4.0,2.5,2611.0,82764.0,1987.0,8.0,41.60423,-73.3637546,10297.0,3481.0,27043.0,42.7,0.026106571,826.0,0.0
1,New Milford,11,06776,525000.0,5.0,3.5,2934.0,90169.0,1974.0,8.0,41.6161674,-73.3774779,10297.0,3481.0,27043.0,42.7,0.026106571,826.0,0.0
1,Poughkeepsie,9,12603,370000.0,3.0,2.5,1963.0,25700.0,1973.0,8.0,41.6568344,-73.8876867,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,Poughkeepsie,9,12603,275000.0,2.0,1.0,1152.0,31799.0,1950.0,9.0,41.6711335,-73.8379894,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,Bethlehem,11,06751,1500000.0,7.0,6.5,8020.0,791049.0,2002.0,9.0,41.6402292,-73.1652747,1340.0,350.0,3408.0,50.3,0.008802817,75.0,0.0
1,Glenford,9,12433,1499999.0,3.0,3.5,3167.0,74052.0,1987.0,9.0,41.9992226,-74.1537691,229.0,-679.0,486.0,46.5,0,0.0,0.0
1,Hopewell Junction,9,12533,575000.0,3.0,2.5,2362.0,48787.0,1996.0,9.0,41.6280767,-73.7836606,8556.0,4970.0,26101.0,41.9,0.043638175,1391.0,0.0
1,Saugerties,9,12477,719000.0,3.0,2.0,2100.0,108900.0,1950.0,9.0,42.0316639,-74.0482115,7790.0,7775.0,18196.0,48.1,0.013574412,122.0,0.0
6,Napanoch,9,12458,99100.0,2.0,1.0,924.0,56628.0,1960.0,9.0,41.838892,-74.480745,856.0,516.0,3762.0,46.2,0.231259968,27.0,0.0
7,Mountain Dale,9,12763,910000.0,4.0,22.0,11493.0,450410.0,1939.0,9.0,41.685817,-74.5295678,291.0,-1560.0,565.0,50.3,0.03539823,0.0,0.0
1,Millbrook,9,12545,319900.0,3.0,1.0,1208.0,43560.0,1930.0,9.0,41.7942722,-73.6552076,2009.0,529.0,4321.0,54.8,0.041194168,105.0,0.0
1,Hyde Park,9,12601,359999.0,3.0,2.0,2398.0,64904.0,1976.0,9.0,41.7398118,-73.9272104,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
1,Rhinebeck,9,12572,895000.0,4.0,2.5,2366.0,108029.0,2002.0,9.0,41.9410752,-73.8887432,3904.0,3069.0,8762.0,55.6,0.020657384,155.0,0.0
1,Poughkeepsie,9,12603,399900.0,3.0,2.0,1772.0,13504.0,1965.0,9.0,41.6512827,-73.9056467,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,Poughkeepsie,9,12601,425000.0,3.0,2.0,1600.0,156816.0,1930.0,9.0,41.744365,-73.882828,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
1,Catskill,9,12414,449000.0,3.0,1.0,1452.0,10890.0,1932.0,9.0,42.2315277,-73.8797855,4363.0,3411.0,10211.0,46.7,0.062775438,162.0,0.0
1,Roxbury,9,12421,299000.0,2.0,2.0,1128.0,14810.0,1974.0,9.0,42.2264283,-74.5659087,140.0,-90.0,240.0,69.8,0,0.0,0.0
1,Windham,9,12496,339000.0,2.0,2.0,1717.0,436.0,2002.0,10.0,42.301578,-74.206751,496.0,388.0,1292.0,53.5,0.03250774,22.0,0.0
1,Hopewell Junction,9,12533,263000.0,2.0,2.0,1656.0,43560.0,1950.0,10.0,41.5977322,-73.7558529,8556.0,4970.0,26101.0,41.9,0.043638175,1391.0,0.0
4,Poughquag,9,12570,679000.0,4.0,4.0,2976.0,96703.0,1997.0,10.0,41.5922101,-73.6925933,2291.0,-96.0,6792.0,41.7,0.068462898,241.0,0.0
1,Athens,9,12015,1200000.0,5.0,4.0,3200.0,43124.0,2006.0,10.0,42.3001013,-73.8015842,1282.0,-1749.0,3580.0,50.8,0.049162011,94.0,0.0
1,Poughkeepsie,9,12601,339000.0,4.0,2.5,2549.0,17424.0,1920.0,10.0,41.6960145,-73.9250748,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
1,Salt Point,9,12578,299000.0,3.0,2.0,1920.0,0.0,1952.0,10.0,41.813337,-73.760765,871.0,56.0,2152.0,47.4,0.008828996,21.0,0.0
1,Rock Hill,9,12775,399000.0,4.0,2.5,2420.0,12197.0,2004.0,10.0,41.6144696,-74.598523,862.0,770.0,2061.0,52.7,0.132945172,24.0,0.0
1,West Hurley,9,19491,329900.0,3.0,1.5,1250.0,21780.0,1961.0,10.0,42.0078659,-74.1127323,0.0,0.0,0.0,32,0,0.0,0.0
1,Torrington,11,06790,195000.0,3.0,1.5,1349.0,14810.0,1954.0,10.0,41.7960785,-73.1092697,14344.0,9110.0,35360.0,45.5,0.036255656,834.0,0.0
1,Rock Hill,9,12790,499639.0,3.0,2.5,2048.0,49223.0,2005.0,10.0,41.587413,-74.596902,1766.0,-829.0,4542.0,46,0.009247028,170.0,0.0
1,New Paltz,9,12561,699999.0,5.0,3.0,1956.0,34848.0,1994.0,10.0,41.7122216,-74.0868991,6429.0,4964.0,18058.0,34,0.062133127,558.0,0.0
1,Highland,9,12528,299000.0,2.0,1.5,1464.0,3049.0,2002.0,11.0,41.701305,-73.96442,5425.0,4370.0,13675.0,45.1,0.047166362,348.0,0.0
1,Woodridge,9,12789,330000.0,4.0,2.5,2180.0,8276.0,2006.0,11.0,41.6981268,-74.5783634,785.0,-5631.0,1961.0,31.2,0.061703213,110.0,0.0
3,Hunter,9,12442,150000.0,3.0,2.5,1994.0,86858640.0,2004.0,11.0,42.2051376,-74.2152771,390.0,-27.0,686.0,59,0,0.0,0.0
3,Beekman,9,12533,95000.0,2.0,1.0,800.0,0.0,1965.0,11.0,41.6132599,-73.753077,8556.0,4970.0,26101.0,41.9,0.043638175,1391.0,0.0
1,Hyde Park,9,12580,549900.0,3.0,2.5,3636.0,435600.0,2004.0,11.0,41.843507,-73.922633,1655.0,1397.0,4389.0,47.3,0.028024607,116.0,0.0
4,Poughkeepsie,9,12601,250000.0,6.0,2.0,2760.0,0.0,1910.0,11.0,41.7064502,-73.9188516,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
1,Otis,10,01253,739000.0,3.0,2.0,2160.0,142006.0,2003.0,11.0,42.182315,-73.051544,434.0,163.0,879.0,52.9,0,0.0,0.0
1,Hudson,9,12534,665000.0,5.0,3.0,2552.0,60984.0,1960.0,11.0,42.1348808,-73.7496463,7568.0,7379.0,18194.0,45.2,0.105144553,983.0,0.0
1,Wappingers Falls,9,12590,249000.0,2.0,1.0,775.0,8712.0,1959.0,11.0,41.6231422,-73.8707356,14041.0,13881.0,36849.0,45.1,0.092295585,1751.0,0.0
1,Poughkeepsie City,9,12601,189900.0,1.0,1.0,1400.0,7405.0,1910.0,11.0,41.7109403,-73.9189434,16972.0,16882.0,42737.0,35.3,0.268034724,1049.0,0.0
3,Poughkeepsie,9,12603,175000.0,1.0,1.0,936.0,505.0,1984.0,11.0,41.6804426,-73.9069566,16534.0,16162.0,41610.0,44.8,0.110310022,2247.0,0.0
1,Saugerties,9,12477,399900.0,3.0,1.5,2098.0,10890.0,1965.0,11.0,42.0541088,-73.9621113,7790.0,7775.0,18196.0,48.1,0.013574412,122.0,0.0
