PROPERTY_TYPE,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,LATITUDE,LONGITUDE,MEDIAN_INCOME,GROWTH,POP_SIZE,POP_AGE,BLACK_POP,IMMIGRANTS,POP_GROWTH
1,Westville,7,32464,594000.0,3.0,3.0,3300.0,871200.0,2015.0,1.0,30.826554,-85.895901,1565.0,-11458.0,3729.0,46.8,0.024671494,0.0,0.0
2,Pensacola,7,32534,275000.0,3.0,2.5,1547.0,1742.0,2021.0,1.0,30.5283456,-87.3012486,6778.0,-6331.0,15931.0,39.4,0.295022284,593.0,0.0
3,Panama City Beach,7,32413,480000.0,1.0,2.0,934.0,0.0,2007.0,1.0,30.206036,-85.8591348,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Ponce De Leon,7,32455,179500.0,3.0,1.0,1040.0,50094.0,1971.0,1.0,30.7439209,-85.9728717,1694.0,-17463.0,3953.0,50.9,0.013913483,36.0,0.0
3,Panama City Beach,7,32413,899000.0,4.0,3.5,2214.0,0.0,2004.0,1.0,30.275419,-85.974941,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,820000.0,2.0,2.0,1368.0,0.0,2007.0,1.0,30.2123025,-85.870972,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Navarre,7,32566,500000.0,4.0,3.0,2470.0,29185.0,2005.0,1.0,30.4088301,-86.8559508,15286.0,15286.0,42753.0,37.5,0.063200243,1008.0,0.0
3,Panama City Beach,7,32413,670000.0,2.0,2.0,1147.0,0.0,2009.0,1.0,30.2311932,-85.9080517,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,1210000.0,3.0,3.0,1392.0,0.0,2006.0,1.0,30.2140256,-85.8742495,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,829000.0,3.0,2.0,1563.0,0.0,2021.0,1.0,30.2147279,-85.8745302,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,719000.0,2.0,2.0,1146.0,0.0,2005.0,1.0,30.2296035,-85.9047551,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,325000.0,2.0,2.0,1100.0,0.0,1987.0,1.0,30.2357717,-85.9080045,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,639900.0,2.0,2.0,1147.0,0.0,2009.0,1.0,30.2311932,-85.9080517,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
2,Navarre,7,32566,569000.0,2.0,2.5,1294.0,0.0,1984.0,1.0,30.38148,-86.86671,15286.0,15286.0,42753.0,37.5,0.063200243,1008.0,0.0
3,Panama City Beach,7,32413,379000.0,1.0,1.5,887.0,0.0,1970.0,1.0,30.2655826,-85.9856607,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,829000.0,3.0,2.0,1563.0,0.0,2020.0,1.0,30.2147279,-85.8745302,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,529000.0,1.0,2.0,841.0,0.0,2006.0,1.0,30.2140256,-85.8742495,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,430000.0,2.0,1.0,650.0,9583.0,1955.0,1.0,30.2363437,-85.911237,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,184900.0,1.0,1.0,440.0,0.0,1984.0,1.0,30.2248289,-85.8939766,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,340000.0,2.0,1.0,896.0,3223.0,1950.0,1.0,30.2446552,-85.9234872,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,285000.0,1.0,1.5,608.0,0.0,1993.0,1.0,30.231151,-85.9003614,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,949000.0,3.0,3.0,1506.0,0.0,2021.0,1.0,30.2147279,-85.8745302,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
2,Shalimar,7,32579,240000.0,2.0,1.5,1386.0,1306.0,1981.0,1.0,30.4390689,-86.5661662,4452.0,350.0,10452.0,44.7,0.063432836,461.0,0.0
1,Panama City Beach,7,32413,525000.0,3.0,2.0,1183.0,15594.0,1979.0,1.0,30.2236176,-85.8794651,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,814300.0,5.0,3.0,3776.0,21780.0,1962.0,1.0,30.2239678,-85.8820227,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,647995.0,2.0,2.0,1146.0,0.0,2005.0,1.0,30.2296035,-85.9047551,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Mary Esther,7,32569,240000.0,1.0,1.0,641.0,0.0,1974.0,1.0,30.408953,-86.666893,4828.0,-4335.0,12184.0,38.5,0.104317137,1235.0,0.0
3,Panama City Beach,7,32413,569000.0,1.0,2.0,1103.0,0.0,2020.0,1.0,30.2147279,-85.8745302,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,679900.0,3.0,2.0,1149.0,16553.0,1997.0,1.0,30.2681703,-85.9681504,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,675000.0,2.0,2.0,1146.0,0.0,2005.0,1.0,30.2296035,-85.9047551,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,638000.0,2.0,2.0,1146.0,0.0,2005.0,1.0,30.2296035,-85.9047551,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,189500.0,1.0,1.0,520.0,0.0,1984.0,1.0,30.2248289,-85.8939766,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,335000.0,2.0,2.0,900.0,0.0,1988.0,1.0,30.2319614,-85.908134,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,550000.0,1.0,2.0,860.0,0.0,2005.0,1.0,30.2070087,-85.8609273,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
6,Westville,7,32464,120000.0,4.0,2.0,1632.0,174240.0,1997.0,1.0,30.953744,-85.868029,1565.0,-11458.0,3729.0,46.8,0.024671494,0.0,0.0
1,Panama City Beach,7,32413,1650000.0,4.0,2.0,1176.0,6148.0,1957.0,1.0,30.2342455,-85.9128646,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,499900.0,2.0,2.5,983.0,0.0,1970.0,1.0,30.2658672,-85.986978,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,650000.0,3.0,2.0,1685.0,5489.0,2021.0,1.0,30.258012,-85.9499334,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,449000.0,1.0,1.5,887.0,0.0,1970.0,1.0,30.2658672,-85.986978,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Fort Walton Beach,7,32547,335500.0,3.0,2.0,1108.0,4791.0,1991.0,1.0,30.4448396,-86.6475198,14313.0,3728.0,32556.0,36.6,0.125322521,945.0,0.0
1,Panama City Beach,7,32413,425000.0,3.0,2.0,1612.0,4835.0,2007.0,1.0,30.241082,-85.9170979,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,815000.0,2.0,2.5,1062.0,0.0,1985.0,1.0,30.2611149,-85.974294,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,600000.0,3.0,3.0,1799.0,0.0,2007.0,1.0,30.2087082,-85.8625775,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,449900.0,1.0,2.0,934.0,0.0,2007.0,1.0,30.206036,-85.8591348,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,489950.0,2.0,2.0,1020.0,3049.0,2018.0,1.0,30.2475883,-85.9286334,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,559000.0,3.0,2.0,1402.0,5663.0,2018.0,1.0,30.2500234,-85.9359141,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,1140000.0,3.0,3.0,1665.0,0.0,1976.0,1.0,30.258213,-85.9677144,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,439900.0,1.0,2.0,934.0,0.0,2007.0,1.0,30.206036,-85.8591348,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,220000.0,1.0,1.0,440.0,0.0,1984.0,1.0,30.226072,-85.894108,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Pensacola,7,32502,500000.0,3.0,3.0,1216.0,3511.0,2021.0,1.0,30.4056157,-87.2289613,1725.0,-12516.0,3799.0,39,0.231903132,10.0,0.0
1,Vernon,7,32462,109900.0,2.0,1.0,880.0,14810.0,1995.0,1.0,30.5332661,-85.8749804,1376.0,-19748.0,3691.0,44.3,0.260363045,60.0,0.0
1,Panama City Beach,7,32413,485500.0,4.0,2.5,2004.0,8712.0,2002.0,1.0,30.2182607,-85.8593592,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,379000.0,2.0,2.0,960.0,0.0,1984.0,1.0,30.231151,-85.9003614,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,489900.0,1.0,2.0,1103.0,0.0,2020.0,1.0,30.2147279,-85.8745302,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Navarre,7,32566,412000.0,4.0,2.0,2391.0,16117.0,2002.0,1.0,30.41077,-86.8525451,15286.0,15286.0,42753.0,37.5,0.063200243,1008.0,0.0
1,Navarre,7,32566,439700.0,4.0,2.0,2642.0,0.0,2006.0,1.0,30.434339,-86.9381151,15286.0,15286.0,42753.0,37.5,0.063200243,1008.0,0.0
3,Panama City Beach,7,32413,599000.0,2.0,2.0,1299.0,0.0,2007.0,1.0,30.206036,-85.8591348,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,499900.0,1.0,1.0,417.0,0.0,1982.0,1.0,30.2117092,-85.8699927,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,588000.0,2.0,2.0,1299.0,0.0,2007.0,1.0,30.206036,-85.8591348,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,349000.0,2.0,2.0,963.0,0.0,1995.0,1.0,30.2318896,-85.9077117,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
4,Panama City Beach,7,32413,419000.0,2.0,2.0,1249.0,3267.0,1995.0,1.0,30.2270573,-85.8908737,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,699000.0,3.0,3.0,1714.0,0.0,2004.0,1.0,30.2754766,-85.9746082,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,700000.0,3.0,2.0,1884.0,10019.0,1964.0,1.0,30.2240653,-85.8837011,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,389000.0,2.0,2.0,960.0,0.0,1993.0,1.0,30.231151,-85.9003614,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Ft. Walton Beach,7,32548,189000.0,1.0,1.0,620.0,0.0,1980.0,1.0,30.404718,-86.6315256,9937.0,7943.0,22938.0,40.1,0.118057372,1180.0,0.0
1,Panama City Beach,7,32413,734900.0,3.0,3.5,2331.0,6011.0,2005.0,1.0,30.2794651,-85.9740946,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,360000.0,2.0,2.0,1100.0,0.0,1987.0,1.0,30.2357717,-85.9080045,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
6,Ponce De Leon,7,32455,309000.0,2.0,2.0,972.0,1689257.0,2002.0,1.0,30.6124991,-85.9830225,1694.0,-17463.0,3953.0,50.9,0.013913483,36.0,0.0
1,Panama City Beach,7,32413,649000.0,3.0,2.0,1447.0,9148.0,1986.0,1.0,30.223758,-85.8865251,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,369900.0,2.0,2.5,1120.0,0.0,1984.0,1.0,30.2320292,-85.9068445,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,385000.0,3.0,2.5,1778.0,0.0,2010.0,1.0,30.254688,-85.936165,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,444000.0,2.0,2.0,900.0,0.0,1988.0,1.0,30.2319614,-85.908134,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
2,Panama City Beach,7,32413,399900.0,3.0,2.5,1344.0,0.0,2006.0,1.0,30.254072,-85.942213,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,275000.0,1.0,1.0,608.0,0.0,1986.0,1.0,30.231151,-85.9003614,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Navarre,7,32566,310500.0,3.0,2.0,1257.0,10890.0,1989.0,1.0,30.409676,-86.850284,15286.0,15286.0,42753.0,37.5,0.063200243,1008.0,0.0
3,Panama City Beach,7,32413,539000.0,1.0,2.0,1182.0,0.0,2020.0,1.0,30.2147279,-85.8745302,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,680000.0,2.0,2.0,1400.0,0.0,1985.0,1.0,30.2267449,-85.8988841,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,554900.0,2.0,3.0,1131.0,0.0,2007.0,1.0,30.2202494,-85.8861587,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,545000.0,1.0,2.0,856.0,0.0,2021.0,1.0,30.2147279,-85.8745302,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,789900.0,2.0,2.0,1345.0,0.0,2008.0,1.0,30.2250444,-85.8955882,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,949997.0,3.0,3.0,1475.0,0.0,2008.0,1.0,30.2250444,-85.8955882,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,859900.0,4.0,3.0,2163.0,6250.0,1985.0,1.0,30.2585921,-85.959532,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
2,Panama City Beach,7,32413,325000.0,2.0,1.5,1080.0,0.0,1983.0,1.0,30.2243639,-85.8883919,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,489000.0,2.0,2.0,1293.0,0.0,2007.0,1.0,30.2087082,-85.8625775,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
2,Navarre,7,32566,695000.0,4.0,2.0,2043.0,0.0,1982.0,1.0,30.3817654,-86.8676487,15286.0,15286.0,42753.0,37.5,0.063200243,1008.0,0.0
1,Santa Rosa Beach,7,32459,415000.0,3.0,2.0,1440.0,11326.0,1983.0,1.0,30.3743764,-86.1576293,7880.0,-14034.0,18544.0,47,0.001887403,204.0,0.0
3,Panama City Beach,7,32407,809000.0,2.0,2.0,1273.0,0.0,2006.0,1.0,30.2140256,-85.8742495,6153.0,-6879.0,14355.0,38.8,0.11236503,468.0,0.0
3,Panama City Beach,7,32413,349000.0,2.0,2.0,1100.0,0.0,1987.0,1.0,30.2357717,-85.9080045,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,349000.0,2.0,2.0,1100.0,0.0,1987.0,1.0,30.2357717,-85.9080045,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,799000.0,2.0,2.0,1283.0,0.0,2007.0,1.0,30.2123025,-85.870972,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
2,Panama City Beach,7,32413,450000.0,2.0,1.5,1110.0,0.0,1982.0,1.0,30.2362421,-85.916873,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,625000.0,2.0,2.5,983.0,0.0,1970.0,1.0,30.2655826,-85.9856607,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,472200.0,1.0,2.0,849.0,0.0,2007.0,1.0,30.2202494,-85.8861587,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,545000.0,1.0,1.5,798.0,0.0,2006.0,1.0,30.2140256,-85.8742495,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Navarre,7,32566,250000.0,1.0,1.0,672.0,0.0,1985.0,1.0,30.3754817,-86.8938585,15286.0,15286.0,42753.0,37.5,0.063200243,1008.0,0.0
3,Pensacola Beach,7,32561,1650000.0,3.0,3.5,2034.0,0.0,2003.0,1.0,30.3452117,-87.0795175,4123.0,-6150.0,9610.0,50.4,0.014672216,26.0,0.0
3,Panama City Beach,7,32413,279900.0,2.0,1.0,580.0,0.0,1985.0,1.0,30.2323322,-85.9058747,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,439900.0,1.0,1.0,792.0,0.0,2007.0,1.0,30.206036,-85.8591348,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,249900.0,1.0,1.0,582.0,0.0,1983.0,1.0,30.231151,-85.9003614,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
2,Pensacola,7,32507,634900.0,3.0,2.5,1683.0,2613.0,2017.0,1.0,30.3000843,-87.4429748,13618.0,13577.0,33615.0,39.1,0.161326789,890.0,0.0
6,Panama City Beach,7,32413,279900.0,2.0,1.0,686.0,3223.0,1986.0,1.0,30.2458859,-85.9279892,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,499900.0,2.0,2.0,964.0,0.0,1982.0,1.0,30.2117092,-85.8699927,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
6,Pensacola,7,32507,71600.0,2.0,2.0,924.0,4791.0,1985.0,1.0,30.3696837,-87.3279045,13618.0,13577.0,33615.0,39.1,0.161326789,890.0,0.0
2,Navarre,7,32566,499900.0,2.0,2.5,1160.0,0.0,1980.0,1.0,30.3792714,-86.8701868,15286.0,15286.0,42753.0,37.5,0.063200243,1008.0,0.0
3,Panama City Beach,7,32413,680000.0,2.0,2.0,1146.0,0.0,2005.0,1.0,30.2296035,-85.9047551,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,288900.0,1.0,1.0,605.0,0.0,1986.0,1.0,30.2323322,-85.9058747,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,1239000.0,3.0,3.0,1716.0,0.0,2007.0,1.0,30.2123025,-85.870972,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Panama City Beach,7,32413,480000.0,3.0,2.0,1792.0,10542.0,1970.0,1.0,30.2262087,-85.8864326,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,549900.0,1.0,2.0,1103.0,0.0,2020.0,1.0,30.2147279,-85.8745302,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,499900.0,1.0,2.0,1103.0,0.0,2020.0,1.0,30.2147279,-85.8745302,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Milton,7,32583,895000.0,3.0,2.5,2917.0,22215.0,1996.0,1.0,30.4955794,-87.0521605,9570.0,-5833.0,30379.0,40.4,0.111063564,323.0,0.0
1,Panama City Beach,7,32413,739000.0,3.0,2.0,1679.0,5250.0,2019.0,1.0,30.2590956,-85.9516345,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,849000.0,3.0,2.0,1223.0,0.0,2006.0,1.0,30.2140256,-85.8742495,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
2,Panama City Beach,7,32413,1200000.0,3.0,3.0,1764.0,0.0,1998.0,1.0,30.22238,-85.8906949,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,449000.0,2.0,2.0,873.0,0.0,1988.0,1.0,30.2319614,-85.908134,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,335000.0,2.0,1.5,1120.0,0.0,1984.0,1.0,30.2320292,-85.9068445,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,779500.0,3.0,2.0,1321.0,0.0,2021.0,1.0,30.2147279,-85.8745302,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
3,Panama City Beach,7,32413,632900.0,2.0,2.0,1147.0,0.0,2009.0,1.0,30.2311932,-85.9080517,6835.0,1697.0,14472.0,53.3,0.011539525,202.0,0.0
1,Crestview,7,32539,309000.0,3.0,2.0,2149.0,14374.0,1991.0,1.0,30.7858206,-86.5532023,10637.0,-6804.0,30924.0,34,0.135655155,483.0,0.0
1,Chattanooga,19,37412,225000.0,2.0,1.0,1138.0,10018.0,1955.0,1.0,34.9931575,-85.2416205,9774.0,8312.0,21937.0,41.1,0.120937229,195.0,0.0
1,Soddy Daisy,19,37379,325000.0,3.0,2.0,2197.0,30927.0,1974.0,1.0,35.2040706,-85.145607,10781.0,-4968.0,27698.0,45.3,0.009206441,12.0,0.0
1,Chattanooga,19,37404,750000.0,5.0,4.0,3444.0,6969.0,2021.0,0.0,35.0350649,-85.2562284,5123.0,-9621.0,13152.0,35.2,0.42495438,70.0,0.0
3,Chattanooga,19,37405,305000.0,3.0,2.0,1475.0,0.0,1974.0,1.0,35.0737897,-85.3194173,8857.0,-1424.0,18788.0,35.1,0.045454545,694.0,0.0
1,Chattanooga,19,37411,460000.0,4.0,3.0,2234.0,13068.0,1940.0,0.0,35.0209951,-85.2485357,7682.0,6902.0,18379.0,39.3,0.505577017,120.0,0.0
1,Chattanooga,19,37421,325000.0,3.0,2.0,1496.0,0.0,2006.0,1.0,34.9972537,-85.1585385,21863.0,21775.0,53653.0,40.3,0.219819954,2385.0,0.0
1,Chattanooga,19,37415,449900.0,3.0,2.5,2336.0,0.0,2001.0,1.0,35.1601163,-85.2805529,10712.0,9626.0,22706.0,38.1,0.07601515,283.0,0.0
1,Chattanooga,19,37412,232500.0,3.0,2.0,1220.0,13068.0,1947.0,1.0,34.992516,-85.2208695,9774.0,8312.0,21937.0,41.1,0.120937229,195.0,0.0
1,Cleveland,19,37311,280000.0,3.0,2.0,1300.0,10018.0,1945.0,1.0,35.1696205,-84.8850849,11117.0,11091.0,30148.0,33.5,0.095727743,190.0,0.0
1,Ooltewah,19,37363,299900.0,4.0,3.0,1956.0,0.0,1994.0,1.0,35.0816601,-85.0936449,14878.0,13840.0,39400.0,42.5,0.084086294,401.0,0.0
1,Flintstone,6,30725,339000.0,3.0,1.5,1512.0,334105.0,1956.0,1.0,34.8808411,-85.3653327,1422.0,-9166.0,4588.0,43.1,0.049476896,0.0,0.0
1,Harrison,19,37341,129900.0,2.0,1.0,810.0,33105.0,1950.0,1.0,35.173603,-85.0879269,5216.0,3668.0,13116.0,44.4,0.102394023,62.0,0.0
1,Hixson,19,37343,230000.0,4.0,2.0,1358.0,13068.0,1974.0,1.0,35.2085558,-85.1624578,16815.0,16795.0,41540.0,43.8,0.054597978,1507.0,0.0
1,Hixson,19,37343,407000.0,4.0,3.0,1999.0,25264.0,2009.0,1.0,35.1877136,-85.1715697,16815.0,16795.0,41540.0,43.8,0.054597978,1507.0,0.0
1,Georgetown,19,37336,350000.0,4.0,4.0,3298.0,43560.0,2001.0,1.0,35.3475959,-84.8748588,1883.0,1597.0,5220.0,44.5,0.040996169,9.0,0.0
1,Chattanooga,19,37406,295000.0,4.0,2.5,2335.0,57499.0,1967.0,1.0,35.0551479,-85.2235194,5480.0,-3943.0,13243.0,36.1,0.754285283,57.0,0.0
1,Harrison,19,37341,550000.0,3.0,2.0,2584.0,44431.0,2017.0,1.0,35.220874,-85.0563458,5216.0,3668.0,13116.0,44.4,0.102394023,62.0,0.0
1,Chattanooga,19,37421,400000.0,3.0,2.5,2311.0,7840.0,2002.0,0.0,34.995953,-85.1439054,21863.0,21775.0,53653.0,40.3,0.219819954,2385.0,0.0
1,Cleveland,19,37323,179000.0,3.0,2.0,1460.0,10890.0,1995.0,0.0,35.1248754,-84.8733444,12005.0,11921.0,31127.0,42.9,0.016609374,33.0,0.0
1,Dalton,6,30721,249900.0,3.0,2.0,1700.0,29185.0,1961.0,1.0,34.7976422,-84.8554697,18395.0,13503.0,53180.0,35.4,0.036273035,514.0,0.0
1,Chattanooga,19,37421,549900.0,4.0,3.5,2624.0,6534.0,2014.0,0.0,34.9903736,-85.1425599,21863.0,21775.0,53653.0,40.3,0.219819954,2385.0,0.0
1,Athens,19,37303,238000.0,3.0,2.0,1512.0,37461.0,1934.0,1.0,35.4734267,-84.6058404,9900.0,4693.0,24621.0,41.2,0.052028756,176.0,0.0
1,Soddy Daisy,19,37379,275000.0,3.0,2.0,1512.0,0.0,1983.0,0.0,35.2349627,-85.1012274,10781.0,-4968.0,27698.0,45.3,0.009206441,12.0,0.0
1,Ringgold,6,30736,450000.0,5.0,3.0,2936.0,13939.0,2018.0,1.0,34.9161983,-85.1423658,15792.0,14310.0,43284.0,41,0.022387025,701.0,0.0
3,Chattanooga,19,37421,330700.0,3.0,2.0,1500.0,0.0,2005.0,1.0,34.9972537,-85.1585385,21863.0,21775.0,53653.0,40.3,0.219819954,2385.0,0.0
1,Dunlap,19,37327,224500.0,3.0,2.0,1140.0,23522.0,1985.0,0.0,35.3200055,-85.4362498,4441.0,4441.0,11834.0,44.1,0.005661653,0.0,0.0
1,Dunlap,19,37327,179000.0,2.0,1.0,1440.0,17859.0,1952.0,0.0,35.3651696,-85.3920019,4441.0,4441.0,11834.0,44.1,0.005661653,0.0,0.0
1,Dunlap,19,37327,315000.0,3.0,2.0,1265.0,217800.0,1986.0,0.0,35.4245046,-85.4707716,4441.0,4441.0,11834.0,44.1,0.005661653,0.0,0.0
1,Chattanooga,19,37415,447400.0,3.0,2.5,1900.0,6969.0,2021.0,1.0,35.1513551,-85.270206,10712.0,9626.0,22706.0,38.1,0.07601515,283.0,0.0
1,Coalmont,19,37313,369900.0,3.0,2.0,1810.0,378971.0,1970.0,0.0,35.377718,-85.712219,522.0,-2722.0,1222.0,53.8,0,0.0,0.0
1,Ooltewah,19,37363,389900.0,3.0,2.0,1756.0,7405.0,2020.0,1.0,35.1342134,-85.0551081,14878.0,13840.0,39400.0,42.5,0.084086294,401.0,0.0
1,Etowah,19,37331,199000.0,2.0,2.0,1229.0,9583.0,1915.0,1.0,35.329906,-84.5220755,2807.0,2078.0,6901.0,46.3,0.067961165,0.0,0.0
