Zipcode,Median Income ,Old Median Income,Growth
01451,1668,1513,155
01452,1586,16605,-15019
01453,17896,3287,14609
01460,3504,4076,-572
01462,4447,4202,245
01463,4370,2149,2221
01464,2345,129,2216
01468,1622,1422,200
01469,2831,2495,336
01473,3122,2672,450
01474,680,779,-99
01475,3726,3907,-181
01501,6534,6040,494
01503,1311,1072,239
01504,3874,3367,507
01505,1834,1618,216
01506,1395,1342,53
01507,4776,4411,365
01510,6455,5478,977
01515,835,760,75
01516,3179,3138,41
01518,1280,1140,140
01519,2652,2293,359
01520,6021,5139,882
01521,1106,997,109
01522,1159,1160,-1
01523,2801,2258,543
01524,2180,2492,-312
01525,31,90,-59
01527,5165,5132,33
01529,1275,1004,271
01531,430,374,56
01532,5662,5195,467
01534,2367,1761,606
01535,1883,1968,-85
01536,2914,2571,343
01537,781,979,-198
01540,3988,4162,-174
01541,1298,1206,92
01542,992,604,388
01543,3052,2639,413
01545,13808,13104,704
01550,7094,6396,698
01560,1902,1521,381
01561,17,112,-95
01562,5186,4678,508
01564,3248,2804,444
01566,2610,2454,156
01568,2651,2610,41
01569,5327,4931,396
01570,7414,7077,337
01571,4199,3951,248
01581,7980,6943,1037
01583,2784,2311,473
01585,1968,1766,202
01588,4005,4029,-24
01590,3332,2975,357
01602,10527,9089,1438
01603,7496,7214,282
01604,16869,14772,2097
01605,11626,10705,921
01606,9198,8318,880
01607,3916,3651,265
01608,1945,1465,480
01609,8439,7423,1016
01610,8866,7355,1511
01611,783,960,-177
01612,1588,1547,41
01701,13189,12228,961
01702,14810,14343,467
01718,228,174,54
01719,2180,2028,152
01720,8678,7975,703
01721,7587,6512,1075
01730,5540,4971,569
01731,478,437,41
01740,1853,1635,218
01741,1800,1796,4
01742,6357,6520,-163
01745,215,140,75
01746,5354,4868,486
01747,2116,2174,-58
01748,6556,4940,1616
01749,8035,7803,232
01752,17147,15918,1229
01754,4269,4301,-32
01756,2076,2034,42
01757,11487,10568,919
01760,15153,13340,1813
01770,1515,1428,87
01772,3364,3212,152
01773,2123,1808,315
01775,2646,2331,315
01776,6208,5646,562
01778,4838,5003,-165
01801,16292,15507,785
01803,10093,9183,910
01810,13235,12065,1170
01821,11664,10743,921
01824,9915,9593,322
01826,12350,10952,1398
01827,1136,1138,-2
01830,10759,10009,750
01832,9915,8778,1137
01833,3185,2805,380
01834,2532,2371,161
01835,5434,5238,196
01840,3068,2099,969
01841,17019,15561,1458
01843,10204,8949,1255
01844,18792,17598,1194
01845,10971,10193,778
01850,5864,5634,230
01851,11376,10275,1101
01852,14628,13570,1058
01854,10417,9799,618
01860,2589,2439,150
01862,3956,3470,486
01863,3713,3890,-177
01864,5848,5239,609
01867,9297,8867,430
01876,11903,10485,1418
01879,4053,4055,-2
01880,10905,9771,1134
01886,8515,7378,1137
01887,7756,7329,427
01890,8149,7569,580
01901,1194,1126,68
01902,18673,16899,1774
01904,7044,6845,199
01905,9339,8762,577
01906,10581,10093,488
01907,6169,5672,497
01908,1678,1584,94
01913,7326,6694,632
01915,16363,15406,957
01921,2905,2735,170
01922,1196,988,208
01923,10964,10319,645
01929,1335,1421,-86
01930,13168,12140,1028
01937,0,0,0
01938,5573,5512,61
01940,4663,4325,338
01944,2080,1997,83
01945,8075,7837,238
01949,3122,2623,499
01950,7537,7502,35
01951,1337,1577,-240
01952,3885,3405,480
01960,22681,21032,1649
01965,354,3088,-2734
01966,3319,2241,1078
01969,2326,17834,-15508
01970,19699,2614,17085
01982,2575,2093,482
01983,2202,1308,894
01984,1291,1463,-172
01985,1591,6223,-4632
02019,6250,8439,-2189
02021,9305,2852,6453
02025,3146,9609,-6463
02026,10458,1834,8624
02030,1916,1356,560
02032,1522,6505,-4983
02035,7289,10968,-3679
02038,12118,8140,3978
02043,9252,4744,4508
02045,4380,70,4310
02047,89,8247,-8158
02048,8707,9854,-1147
02050,10142,4025,6117
02052,4373,4445,-72
02053,4812,3020,1792
02054,3078,3175,-97
02056,2967,3451,-484
02061,3567,11623,-8056
02062,13002,6640,6362
02066,7412,6157,1255
02067,6395,289,6106
02071,383,10641,-10258
02072,11277,7008,4269
02081,7251,5255,1996
02090,5424,3831,1593
02093,4480,2337,2143
02108,1905,2190,-285
02109,1958,981,977
02110,1282,3390,-2108
02111,3515,4329,-814
02113,4025,6752,-2727
02114,7358,9958,-2600
02115,9455,10938,-1483
02116,11707,12512,-805
02118,13847,9769,4078
02119,11953,4509,7444
02120,4701,9739,-5038
02121,10718,8216,2502
02122,9004,17275,-8271
02124,19395,11481,7914
02125,12986,9510,3476
02126,8785,14994,-6209
02127,16799,14965,1834
02128,16925,8083,8842
02129,9278,15306,-6028
02130,17609,11282,6327
02131,12450,11013,1437
02132,10941,8916,2025
02133,0,18336,-18336
02134,8082,10650,-2568
02135,20040,14315,5725
02136,13929,14761,-832
02138,14377,8504,5873
02139,15263,6158,9105
02140,9437,1388,8049
02141,6826,10994,-4168
02142,2077,10646,-8569
02143,11623,9556,2067
02144,11363,22850,-11487
02145,11349,15271,-3922
02148,25582,11586,13996
02149,17091,19522,-2431
02150,13337,7630,5707
02151,21663,22743,-1080
02152,8242,562,7680
02155,24771,24519,252
02163,403,7787,-7384
02169,27629,7627,20002
02170,8001,11221,-3220
02171,8869,8951,-82
02176,11926,13220,-1294
02180,9758,9038,720
02184,14384,6166,8218
02186,8797,6116,2681
02188,7085,6591,494
02189,6194,3642,2552
02190,7677,823,6854
02191,3444,0,3444
02199,833,1088,-255
02203,0,7995,-7995
02205,0,21765,-21765
02210,3016,11423,-8407
02215,7931,1638,6293
02301,22928,7961,14967
02302,12164,4276,7888
02322,1653,5349,-3696
02324,8657,4705,3952
02325,30,2836,-2806
02330,4648,4683,-35
02332,6092,3341,2751
02333,4952,4253,699
02338,2930,8205,-5275
02339,4744,3658,1086
02341,3850,5893,-2043
02343,4695,4029,666
02346,9727,12,9715
02347,4162,6235,-2073
02350,70,21600,-21530
02351,6083,4581,1502
02356,4511,0,4511
02357,0,994,-994
02359,6861,11909,-5048
02360,24985,6756,18229
02364,5321,3448,1873
02366,0,2403,-2403
02367,989,5269,-4280
02368,12167,4999,7168
02370,6654,6456,198
02375,4482,8645,-4163
02379,2726,13407,-10681
02382,5684,7285,-1601
02420,5374,4693,681
02421,6927,11455,-4528
02445,9225,10,9215
02446,14278,4771,9507
02451,7586,6522,1064
02452,5215,3473,1742
02453,12115,2533,9582
02457,18,594,-576
02458,4871,1321,3550
02459,6268,4300,1968
02460,3776,3022,754
02461,2532,6351,-3819
02462,532,1876,-1344
02464,1370,14081,-12711
02465,4436,11746,-7310
02466,2990,7341,-4351
02467,6746,9501,-2755
02468,1873,4757,-2884
02472,16067,3771,12296
02474,11649,6930,4719
02476,7659,3724,3935
02478,10372,3439,6933
02481,4743,4863,-120
02482,3907,444,3463
02492,7160,449,6711
02493,3731,8265,-4534
02494,4100,2371,1729
02532,5688,1196,4492
02534,379,1408,-1029
02535,742,4125,-3383
02536,8373,389,7984
02537,2488,348,2140
02538,1748,142,1606
02539,1401,3807,-2406
02540,4171,1404,2767
02542,244,1644,-1400
02543,485,815,-330
02553,30,1755,-1725
02554,3973,204,3769
02556,1018,1286,-268
02557,685,3829,-3144
02558,993,135,858
02559,1593,1209,384
02561,280,4653,-4373
02562,1236,1000,236
02563,3983,1465,2518
02564,33,0,33
02568,3044,6080,-3036
02571,4824,983,3841
02575,907,4193,-3286
02576,1767,5028,-3261
02584,25,1884,-1859
02601,6794,1522,5272
02630,744,44,700
02631,4519,1667,2852
02632,4744,1363,3381
02633,2269,240,2029
02635,1376,2305,-929
02637,129,17,112
02638,1447,1286,161
02639,1712,4087,-2375
02641,91,919,-828
02642,2525,54,2471
02643,0,3014,-3014
02644,1447,5737,-4290
02645,4474,534,3940
02646,896,10,886
02647,67,512,-445
02648,3064,2813,251
02649,6603,1699,4904
02650,340,1687,-1347
02652,618,374,244
02653,2989,2699,290
02655,1527,64,1463
02657,1968,4634,-2666
02659,555,259,296
02660,2896,1671,1225
02663,178,1307,-1129
02664,3989,87,3902
02666,295,598,-303
02667,1558,542,1016
02668,1004,49,955
02670,829,4045,-3216
02671,463,2996,-2533
02672,88,1459,-1371
02673,3839,16354,-12515
02675,3087,44,3043
02702,1673,1026,647
02703,17898,1586,16312
02713,18,2452,-2434
02715,1383,6577,-5194
02717,1696,12852,-11156
02718,2444,10873,-8429
02719,6872,6276,596
02720,13787,7526,6261
02721,11010,993,10017
02723,7511,6055,1456
02724,8389,1900,6489
02725,934,2375,-1441
02726,6314,17848,-11534
02738,1993,3800,-1807
02739,2926,4771,-1845
02740,19301,10393,8908
02743,4060,6066,-2006
02744,5157,6723,-1566
02745,10154,5277,4877
02746,6697,9797,-3100
02747,7237,3276,3961
02748,4779,510,4269
02760,11550,1370,10180
02762,4144,6165,-2021
02763,723,4808,-4085
02764,1560,4008,-2448
02766,6489,1747,4742
02767,5550,4710,840
02769,4377,6170,-1793
02770,2032,1983,49
02771,5969,19199,-13230
02777,6752,6145,607
02779,2294,24,2270
02780,20625,354,20271
02790,6667,1077,5590
02791,244,5894,-5650
02802,238,394,-156
02804,898,952,-54
02806,6176,8921,-2745
02807,459,646,-187
02808,901,3049,-2148
02809,8065,2756,5309
02812,438,79,359
02813,3459,12648,-9189
02814,2902,2275,627
02815,72,7260,-7188
02816,13371,2204,11167
02817,2316,1795,521
02818,8307,210,8097
02822,2018,798,1220
02823,13,2902,-2889
02824,85,2630,-2545
02825,1843,1238,605
02826,282,2079,-1797
02827,844,279,565
02828,3183,2319,864
02829,35,49,-14
02830,2409,1479,930
02831,1473,1521,-48
02832,1816,692,1124
02833,352,10946,-10594
02835,2361,0,2361
02836,53,6467,-6414
02837,1592,9087,-7495
02838,1310,3264,-1954
02839,589,216,373
02840,10171,2322,7849
02841,6,18519,-18513
02842,7270,10633,-3363
02852,9563,6615,2948
02857,3155,12917,-9762
02858,214,6646,-6432
02859,2436,6853,-4417
02860,18949,53,18896
02861,10737,64,10673
02863,7074,2116,4958
02864,13620,180,13440
02865,6756,180,6576
02871,7196,6612,584
02872,82,8513,-8431
02873,58,1225,-1167
02874,2395,6128,-3733
02875,138,4502,-4364
02876,520,12900,-12380
02878,6651,8557,-1906
02879,9148,11294,-2146
02881,793,9034,-8241
02882,5492,1617,3875
02885,5032,12934,-7902
02886,12976,196,12780
02888,8365,16518,-8153
02889,11354,4489,6865
02891,9936,459,9477
02892,2091,4434,-2343
02893,14030,12807,1223
02894,255,8585,-8330
02895,16921,11248,5673
02896,4455,8719,-4264
02898,575,12563,-11988
02903,5047,14305,-9258
02904,12951,8189,4762
02905,9862,6651,3211
02906,12185,9,12176
02907,10591,9061,1530
02908,14380,7500,6880
02909,14857,3612,11245
02910,8624,4253,4371
02911,6637,11581,-4944
02912,13,14424,-14411
02914,9311,4142,5169
02915,7168,4031,3137
02916,3791,1749,2042
02917,4672,1643,3029
02918,36,1472,-1436
02919,11405,1618,9787
02920,14326,1533,12793
02921,4659,13046,-8387
03031,4476,2512,1964
03032,1989,601,1388
03033,1728,1524,204
03034,1603,5021,-3418
03036,1719,1043,676
03037,1646,553,1093
03038,13056,1391,11665
03042,2681,2746,-65
03043,571,8736,-8165
03044,1638,2667,-1029
03045,5172,8296,-3124
03046,1024,9763,-8739
03047,677,6015,-5338
03048,1418,828,590
03049,3223,12101,-8878
03051,9542,10664,-1122
03052,2967,6647,-3680
03053,9269,5797,3472
03054,9971,1840,8131
03055,6419,1814,4605
03057,893,4288,-3395
03060,12194,3899,8295
03062,11733,11219,514
03063,6823,577,6246
03064,6369,610,5759
03070,2045,1477,568
03071,1844,4717,-2873
03076,4884,1634,3250
03077,4093,13001,-8908
03079,12138,13870,-1732
03082,620,13309,-12689
03084,490,4900,-4410
03086,1739,3786,-2047
03087,5283,7040,-1757
03101,1895,161,1734
03102,14100,822,13278
03103,15018,731,14287
03104,14725,269,14456
03106,5185,2774,2411
03109,3833,779,3054
03110,8076,2363,5713
03215,99,1359,-1260
03216,818,932,-114
03217,992,1425,-433
03218,569,443,126
03220,3039,431,2608
03221,878,2169,-1291
03222,2286,538,1748
03223,1174,168,1006
03224,900,49,851
03225,1299,1717,-418
03226,384,3409,-3025
03227,692,989,-297
03229,2227,25,2202
03230,616,576,40
03231,77,339,-262
03233,100,1734,-1634
03234,1746,432,1314
03235,3813,3038,775
03237,773,746,27
03238,43,7148,-7105
03240,461,2996,-2535
03241,377,559,-182
03242,2098,2954,-856
03243,355,1793,-1438
03244,2967,837,2130
03245,815,865,-50
03246,6826,1640,5186
03249,3086,973,2113
03251,563,149,414
03253,3109,307,2802
03254,2007,1766,241
03255,746,477,269
03256,941,1572,-631
03257,1537,2404,-867
03258,984,950,34
03259,151,437,-286
03260,377,1190,-813
03261,1746,125,1621
03262,475,4587,-4112
03263,1823,3181,-1358
03264,2179,1120,1059
03266,799,291,508
03268,599,465,134
03269,1080,2992,-1912
03273,115,346,-231
03275,4458,411,4047
03276,3501,944,2557
03278,1203,540,663
03279,307,1757,-1450
03280,479,7,472
03281,3371,43,3328
03282,412,13626,-13214
03284,252,6385,-6133
03285,1060,2735,-1675
03287,655,1898,-1243
03290,1959,9839,-7880
03291,29,1048,-1019
03293,54,210,-156
03301,13351,557,12794
03303,6466,345,6121
03304,2802,620,2182
03307,2336,260,2076
03431,9964,2460,7504
03440,1103,1116,-13
03441,86,247,-161
03442,647,726,-79
03443,180,428,-248
03444,621,1837,-1216
03445,273,2209,-1936
03446,2823,837,1986
03447,1010,338,672
03448,302,354,-52
03449,802,2953,-2151
03450,427,1785,-1358
03451,1550,776,774
03452,2048,426,1622
03455,988,842,146
03456,315,355,-40
03457,299,667,-368
03458,3011,1954,1057
03461,1859,2616,-757
03462,625,4478,-3853
03464,346,1110,-764
03465,737,26,711
03466,599,1557,-958
03467,822,249,573
03470,1888,606,1282
03561,2873,1453,1420
03570,3759,1140,2619
03574,1013,367,646
03575,3,1500,-1497
03576,1397,1100,297
03579,182,285,-103
03580,527,763,-236
03581,1583,488,1095
03582,913,662,251
03583,473,197,276
03584,1395,286,1109
03585,1014,184,830
03586,252,1390,-1138
03588,655,175,480
03590,418,1011,-593
03592,544,2425,-1881
03593,173,109,64
03595,386,427,-41
03597,233,124,109
03598,1494,908,586
03601,125,498,-373
03602,983,314,669
03603,2036,1689,347
03604,0,5949,-5949
03605,283,589,-306
03607,99,68,31
03608,1201,2096,-895
03609,248,313,-65
03740,433,215,218
03741,1567,331,1236
03743,5346,1117,4229
03745,735,0,735
03748,2056,2524,-468
03750,259,244,15
03751,203,4175,-3972
03752,301,740,-439
03753,1235,166,1069
03755,2668,337,2331
03765,158,3239,-3081
03766,4184,606,3578
03768,609,544,65
03770,147,329,-182
03771,323,129,194
03773,3031,754,2277
03774,691,1300,-609
03777,538,1759,-1221
03779,269,1022,-753
03780,198,10336,-10138
03781,778,1483,-705
03782,983,699,284
03784,1802,2568,-766
03785,831,330,501
03801,10851,1511,9340
03809,1325,991,334
03810,809,515,294
03811,2821,451,2370
03812,448,1579,-1131
03813,1573,1537,36
03814,933,12520,-11587
03816,567,648,-81
03817,295,3327,-3032
03818,1664,2957,-1293
03819,1649,1045,604
03820,14724,1177,13547
03823,711,667,44
03824,2904,176,2728
03825,3333,8159,-4826
03826,1122,2646,-1524
03827,1169,554,615
03830,634,444,190
03832,155,662,-507
03833,8953,1554,7399
03835,2785,1409,1376
03836,579,2496,-1917
03837,720,6685,-5965
03838,579,862,-283
03839,1577,431,1146
03840,1566,405,1161
03841,2623,139,2484
03842,7139,2321,4818
03844,861,628,233
03845,705,124,581
03846,488,1470,-982
03847,249,190,59
03848,2687,402,2285
03849,459,469,-10
03850,69,955,-886
03851,1512,561,951
03852,140,3713,-3573
03853,363,1664,-1301
03854,395,1794,-1399
03855,1005,1773,-768
03856,637,1801,-1164
03857,4322,592,3730
03858,1769,2878,-1109
03860,1818,8747,-6929
03861,1865,2491,-626
03862,1924,1004,920
03864,730,2270,-1540
03865,3242,11,3231
03867,9366,1575,7791
03868,2528,1833,695
03869,1025,3915,-2890
03870,2206,407,1799
03871,201,4568,-4367
03872,1674,495,1179
03873,2211,38,2173
03874,3837,1378,2459
03875,406,2727,-2321
03878,5185,858,4327
03882,513,824,-311
03883,164,114,50
03884,1379,2590,-1211
03885,3046,2598,448
03886,457,901,-444
03887,699,2567,-1868
03890,19,3828,-3809
03894,3005,722,2283
03897,17,1768,-1751
03901,3398,587,2811
03902,941,2680,-1739
03903,2680,4327,-1647
03904,4084,70,4014
03905,878,62,816
03906,1954,1023,931
03907,595,2776,-2181
03908,2772,258,2514
03909,4539,9913,-5374
03910,14,22,-8
03911,77,1156,-1079
04001,1129,2316,-1187
04002,2979,525,2454
04003,107,8458,-8351
04005,9987,1632,8355
04006,27,148,-121
04008,1196,13,1183
04009,2245,590,1655
04010,613,2154,-1541
04011,8716,421,8295
04015,1700,220,1480
04017,302,2363,-2061
04019,39,758,-719
04020,704,716,-12
04021,2339,3454,-1115
04022,431,1335,-904
04024,193,5606,-5413
04027,2277,2769,-492
04029,836,1312,-476
04030,735,592,143
04032,3427,1633,1794
04037,1458,4620,-3162
04038,6092,3096,2996
04039,3434,626,2808
04040,1390,976,414
04041,617,1334,-717
04042,1882,153,1729
04043,4858,442,4416
04046,3201,1512,1689
04047,711,65,646
04048,1171,0,1171
04049,1496,1241,255
04050,117,6518,-6401
04051,530,181,349
04055,2006,3891,-1885
04056,39,201,-162
04057,116,626,-510
04061,976,581,395
04062,7064,2059,5005
04063,389,7643,-7254
04064,4751,6713,-1962
04066,357,7524,-7167
04068,556,1068,-512
04069,570,1573,-1003
04071,2173,1878,295
04072,8631,3018,5613
04073,6997,627,6370
04074,8811,3537,5274
04076,1144,667,477
04079,1967,664,1303
04083,2037,4045,-2008
04084,2656,376,2280
04085,992,7498,-6506
04086,4135,3215,920
04087,924,503,421
04088,532,3287,-2755
04090,4904,1352,3552
04091,320,9147,-8827
04092,8838,7702,1136
04093,3325,13487,-10162
04095,708,4485,-3777
04096,3463,11017,-7554
04097,1497,3551,-2054
04101,9684,469,9215
04102,7820,22,7798
04103,13183,513,12670
04105,4825,10071,-5246
04106,11774,207,11567
04107,3893,1174,2719
04108,434,572,-138
04109,77,1161,-1084
04110,611,445,166
04210,10249,1492,8757
04216,280,1218,-938
04217,1540,65,1475
04219,559,19,540
04220,1238,13,1225
04221,335,106,229
04222,1699,55,1644
04224,1072,1746,-674
04226,33,65,-32
04227,17,439,-422
04231,94,1939,-1845
04234,0,14990,-14990
04236,1661,1717,-56
04237,105,2068,-1963
04238,443,876,-433
04239,1928,1340,588
04240,15588,315,15273
04250,1782,1164,618
04252,1928,1176,752
04253,761,916,-155
04254,1412,1213,199
04255,302,2001,-1699
04256,1152,176,976
04257,1136,749,387
04258,1063,281,782
04259,1412,30,1382
04260,2093,2106,-13
04261,158,2297,-2139
04263,777,0,777
04265,332,2218,-1886
04267,15,170,-155
04268,1915,2703,-788
04270,2320,2558,-238
04271,0,2310,-2310
04274,2348,2236,112
04275,268,468,-200
04276,2416,178,2238
04280,2989,50,2939
04281,2063,1172,891
04282,2361,697,1664
04284,465,624,-159
04285,189,415,-226
04286,0,1556,-1556
04287,1356,11597,-10241
04289,689,829,-140
04290,669,31,638
04292,373,1291,-918
04294,1422,4930,-3508
04330,12227,777,11450
04341,0,1181,-1181
04342,717,1279,-562
04344,1381,521,860
04345,4760,1411,3349
04346,792,1033,-241
04347,1289,673,616
04348,1169,875,294
04349,581,618,-37
04350,1482,972,510
04351,974,1469,-495
04352,665,1730,-1065
04353,895,159,736
04354,618,280,338
04355,959,1110,-151
04357,1484,2557,-1073
04358,1845,18853,-17008
04359,127,334,-207
04360,229,51,178
04363,1051,435,616
04364,2533,622,1911
04401,18773,4254,14519
04406,328,72,256
04408,100,634,-534
04410,430,110,320
04411,620,2189,-1569
04412,4074,147,3927
04413,75,603,-528
04414,667,1104,-437
04415,116,394,-278
04416,2327,468,1859
04417,203,330,-127
04418,633,1953,-1320
04419,1204,1125,79
04421,256,1326,-1070
04422,400,2015,-1615
04424,378,822,-444
04426,1969,52,1917
04427,1088,494,594
04428,1267,399,868
04429,2102,542,1560
04430,721,882,-161
04431,21,35,-14
04434,418,1097,-679
04435,438,3351,-2913
04438,525,590,-65
04441,757,570,187
04442,37,568,-531
04443,916,124,792
04444,3541,304,3237
04448,561,37,524
04449,490,390,100
04450,553,1110,-557
04451,119,2447,-2328
04453,287,481,-194
04454,13,611,-598
04455,260,1320,-1060
04456,1164,2252,-1088
04457,2700,1272,1428
04459,323,279,44
04460,598,4108,-3510
04461,1197,0,1197
04462,2349,245,2104
04463,1153,865,288
04464,213,2808,-2595
04468,3881,1557,2324
04469,0,207,-207
04471,240,482,-242
04472,862,140,722
04473,3465,648,2817
04474,1551,207,1344
04475,221,130,91
04476,524,323,201
04478,186,503,-317
04479,585,96,489
04481,230,89,141
04485,66,51,15
04487,376,86,290
04488,463,747,-284
04489,111,186,-75
04490,105,1483,-1378
04491,86,169,-83
04492,34,4949,-4915
04493,764,281,483
04495,187,932,-745
04496,1587,1020,567
04497,173,533,-360
04530,5008,44,4964
04535,278,871,-593
04537,660,374,286
04538,836,504,332
04539,654,406,248
04541,29,339,-310
04543,917,774,143
04544,467,445,22
04547,499,750,-251
04548,458,475,-17
04551,279,161,118
04553,778,915,-137
04554,326,518,-192
