Zipcode,Median Income ,Old Median Income,Growth
19717,0,12326,-12326
19720,22685,13428,9257
19730,168,9352,-9184
19731,114,7819,-7705
19732,132,2379,-2247
19733,76,1073,-997
19734,4271,2,4269
19735,0,1366,-1366
19736,13,13754,-13741
19801,7463,9825,-2362
19802,10740,4887,5853
19803,8523,208,8315
19804,7443,123,7320
19805,16059,5144,10915
19806,5932,1312,4620
19807,3379,8285,-4906
19808,15263,546,14717
19809,6198,84,6114
19810,10266,2097,8169
19901,14103,370,13733
19902,0,532,-532
19904,14513,19006,-4493
19930,1405,8978,-7573
19931,162,6594,-6432
19933,3712,7670,-3958
19934,4745,9794,-5049
19936,115,1556,-1441
19938,3001,11872,-8871
19939,3078,11315,-8237
19940,2144,3353,-1209
19941,1014,6526,-5512
19943,5032,13426,-8394
19944,298,16206,-15908
19945,3324,9673,-6349
19946,2010,15022,-13012
19947,6629,2134,4495
19950,3016,2500,516
19951,814,279,535
19952,3854,5444,-1590
19953,1731,5246,-3515
19954,599,8599,-8000
19955,97,11406,-11309
19956,5625,5829,-204
19958,13249,611,12638
19960,2489,882,1607
19962,4142,0,4142
19963,8432,0,8432
19964,541,0,541
19966,13797,0,13797
19967,924,0,924
19968,5547,0,5547
19970,3666,0,3666
19971,7240,0,7240
19973,9659,232,9427
19975,4395,0,4395
19977,8546,0,8546
19979,269,0,269
19980,100,0,100
20001,22974,0,22974
20002,31832,0,31832
20003,15993,0,15993
20004,1270,0,1270
20005,8802,0,8802
20006,637,0,637
20007,11668,0,11668
20008,16989,0,16989
20009,28382,0,28382
20010,14255,0,14255
20011,26989,0,26989
20012,6784,0,6784
20015,6072,0,6072
20016,14092,8298,5794
20017,8108,8894,-786
20018,8858,10443,-1585
20019,26184,153,26031
20020,23071,3222,19849
20024,8939,310,8629
20032,17796,412,17384
20036,3664,373,3291
20037,6696,141,6555
20045,0,4405,-4405
20052,0,100,-100
20057,0,2206,-2206
20059,0,264,-264
20064,0,264,-264
20105,9366,3808,5558
20106,1631,601,1030
20109,14582,469,14113
20110,15263,1512,13751
20111,11025,843,10182
20112,8894,469,8425
20115,2713,274,2439
20117,1407,168,1239
20119,1208,142,1066
20120,14167,143,14024
20121,9458,69,9389
20124,5052,148,4904
20129,213,2300,-2087
20130,107,3782,-3675
20132,5710,1625,4085
20135,1417,4542,-3125
20136,8977,3426,5551
20137,718,312,406
20141,2555,6667,-4112
20143,231,4687,-4456
20144,610,9299,-8689
20147,23624,7145,16479
20148,18902,354,18548
20151,6681,7533,-852
20152,10964,20,10944
20155,12052,894,11158
20158,1484,1093,391
20164,12583,141,12442
20165,11926,252,11674
20166,4672,418,4254
20169,8820,647,8173
20170,13764,1298,12466
20171,17812,829,16983
20175,11500,3968,7532
20176,16563,505,16058
20180,2573,378,2195
20181,2978,2277,701
20184,209,22,187
20186,5889,197,5692
20187,6241,987,5254
20190,10301,522,9779
20191,11898,213,11685
20194,5638,538,5100
20197,915,331,584
20198,760,2143,-1383
20204,0,0,0
20220,0,8673,-8673
20230,0,12182,-12182
20240,0,11959,-11959
20245,0,9976,-9976
20250,0,3803,-3803
20260,0,2473,-2473
20317,0,3684,-3684
20319,0,1766,-1766
20373,49,8707,-8658
20388,0,7849,-7849
20390,0,6867,-6867
20408,0,9135,-9135
20415,0,1676,-1676
20418,0,10067,-10067
20422,0,6276,-6276
20427,0,3382,-3382
20431,0,970,-970
20510,0,12109,-12109
20515,0,3052,-3052
20520,0,6234,-6234
20530,0,9061,-9061
20535,0,0,0
20540,0,14015,-14015
20542,0,18210,-18210
20551,0,10254,-10254
20560,0,11370,-11370
20565,0,15288,-15288
20566,0,15536,-15536
20591,0,938,-938
20601,9544,2359,7185
20602,10426,2890,7536
20603,10944,225,10719
20606,52,1042,-990
20607,3932,905,3027
20608,264,901,-637
20609,508,1645,-1137
20611,429,189,240
20612,69,2084,-2015
20613,5058,10433,-5375
20615,223,15671,-15448
20616,2468,15726,-13258
20617,198,1166,-968
20618,389,1028,-639
20619,5160,736,4424
20620,520,509,11
20621,396,3979,-3583
20622,1609,11017,-9408
20623,830,12595,-11765
20624,306,9655,-9349
20625,444,13012,-12568
20626,109,2929,-2820
20628,257,100,157
20629,332,12572,-12240
20630,167,13524,-13357
20632,131,6006,-5875
20634,2915,13174,-10259
20636,3349,775,2574
20637,2035,8419,-6384
20639,4705,2689,2016
20640,4042,1904,2138
20645,268,97,171
20646,7001,99,6902
20650,5158,2795,2363
20653,10367,614,9753
20656,50,18180,-18130
20657,7253,4932,2321
20658,394,18771,-18377
20659,7984,9581,-1597
20660,0,16610,-16610
20661,0,4750,-4750
20662,923,805,118
20664,1254,653,601
20667,180,75,105
20670,298,4434,-4136
20674,297,354,-57
20675,694,4105,-3411
20676,1175,4324,-3149
20677,786,21631,-20845
20678,4506,8612,-4106
20680,225,11647,-11422
20684,339,22517,-22178
20685,2460,8077,-5617
20686,0,233,-233
20687,208,4468,-4260
20688,716,12089,-11373
20689,629,6979,-6350
20690,329,330,-1
20692,216,130,86
20693,350,12241,-11891
20695,4073,16411,-12338
20701,260,7287,-7027
20705,8958,20447,-11489
20706,13111,5712,7399
20707,13525,23890,-10365
20708,10279,17892,-7613
20710,3497,9629,-6132
20711,2272,8341,-6069
20712,4592,484,4108
20714,1660,11000,-9340
20715,8996,56,8940
20716,8805,7701,1104
20720,8147,1684,6463
20721,10364,13132,-2768
20722,2135,9713,-7578
20723,11878,2697,9181
20724,6962,1216,5746
20732,4069,3379,690
20733,1085,10285,-9200
20735,13117,0,13117
20736,3363,3109,254
20737,6492,1173,5319
20740,11182,2523,8659
20742,0,639,-639
20743,15013,7659,7354
20744,19724,9018,10706
20745,11674,13368,-1694
20746,12447,15297,-2850
20747,16493,17415,-922
20748,16075,15039,1036
20751,928,6363,-5435
20754,2277,4096,-1819
20755,2943,3762,-819
20758,240,6311,-6071
20759,1903,96,1807
20762,841,86,755
20763,1093,1157,-64
20764,1444,3488,-2044
20765,188,57,131
20769,2173,1549,624
20770,12019,11149,870
20771,0,21322,-21322
20772,18915,155,18760
20774,20011,5311,14700
20776,1121,9678,-8557
20777,1156,4710,-3554
20778,809,65,744
20779,514,7583,-7069
20781,4291,271,4020
20782,12286,2712,9574
20783,13533,6376,7157
20784,10120,1883,8237
20785,15401,3733,11668
20794,3963,15836,-11873
20812,99,4191,-4092
20814,13429,1608,11821
20815,13233,12,13221
20816,6373,6339,34
20817,13619,1658,11961
20818,755,12128,-11373
20832,8485,9707,-1222
20833,2615,22312,-19697
20837,2229,2372,-143
20838,90,21308,-21218
20839,62,4878,-4816
20841,2920,83,2837
20842,661,2396,-1735
20850,20766,838,19928
20851,5168,10965,-5797
20852,21414,12310,9104
20853,9794,1294,8500
20854,17030,10872,6158
20855,6140,9307,-3167
20860,746,2576,-1830
20861,1135,114,1021
20862,155,2300,-2145
20866,5006,922,4084
20868,156,147,9
20871,8185,13735,-5550
20872,4510,7130,-2620
20874,22011,856,21155
20876,8598,2069,6529
20877,12496,1171,11325
20878,24477,2441,22036
20879,8836,8723,113
20880,319,8211,-7892
20882,4657,7076,-2419
20886,12305,5414,6891
20889,0,19514,-19514
20892,0,19135,-19135
20894,0,14312,-14312
20895,7082,11738,-4656
20896,336,5448,-5112
20899,217,7929,-7712
20901,13012,13342,-330
20902,17776,11153,6623
20903,7211,7767,-556
20904,20706,23008,-2302
20905,5564,10362,-4798
20906,25547,15048,10499
20910,21332,19242,2090
20912,9738,3588,6150
21001,10275,14922,-4647
21005,758,16221,-15463
21009,12367,21621,-9254
21010,103,9294,-9191
21012,8136,18120,-9984
21013,1855,12218,-10363
21014,14270,2764,11506
21015,10916,12986,-2070
21017,2384,18953,-16569
21023,30,17266,-17236
21028,965,14086,-13121
21029,3964,7520,-3556
21030,10843,28656,-17813
21031,18,15226,-15208
21032,2902,11481,-8579
21034,1203,11142,-9939
21035,2897,0,2897
21036,744,14050,-13306
21037,7981,0,7981
21040,9162,0,9162
21042,14748,0,14748
21043,17098,8098,9000
21044,18237,16286,1951
21045,15307,336,14971
21046,6189,12997,-6808
21047,4643,139,4504
21048,3715,7145,-3430
21050,6399,16488,-10089
21051,63,764,-701
21052,249,536,-287
21053,1123,46,1077
21054,4946,104,4842
21056,127,245,-118
21057,1614,184,1430
21060,15007,652,14355
21061,22311,1027,21284
21071,158,6223,-6065
21074,6005,1635,4370
21075,12322,236,12086
21076,7932,1031,6901
21077,43,42,1
21078,8004,620,7384
21082,272,172,100
21084,2675,52,2623
21085,6451,751,5700
21087,2197,5971,-3774
21090,3703,586,3117
21093,15769,862,14907
21102,4342,1132,3210
21104,2030,1212,818
21105,0,9684,-9684
21108,6092,205,5887
21111,1854,170,1684
21113,14974,136,14838
21114,9334,7517,1817
21117,23142,3533,19609
21120,2427,2310,117
21122,22734,4858,17876
21128,5437,254,5183
21130,21,563,-542
21131,2696,58,2638
21132,1007,978,29
21133,11674,52,11622
21136,13746,7,13739
21140,1474,173,1301
21144,12781,3221,9560
21146,9990,1149,8841
21152,2651,2455,196
21153,318,143,175
21154,2429,810,1619
21155,978,548,430
21156,126,1766,-1640
21157,14410,1661,12749
21158,8355,527,7828
21160,984,17,967
21161,2125,2106,19
21162,1423,25,1398
21163,2535,442,2093
21201,10068,160,9908
21202,10095,128,9967
21204,8363,517,7846
21205,5265,88,5177
21206,20047,1027,19020
21207,19360,73,19287
21208,15289,66,15223
21209,11511,510,11001
21210,5337,1764,3573
21211,8333,262,8071
21212,12679,1469,11210
21213,11288,635,10653
21214,8381,1425,6956
21215,21287,1155,20132
21216,11196,261,10935
21217,14392,1664,12728
21218,18180,264,17916
21219,3449,135,3314
21220,15970,4411,11559
21221,16827,109,16718
21222,22322,580,21742
21223,8292,65,8227
21224,19254,322,18932
21225,12648,173,12475
21226,2369,1331,1038
21227,13731,41,13690
21228,19582,234,19348
21229,17811,177,17634
21230,15308,894,14414
21231,7975,232,7743
21233,0,14855,-14855
21234,27842,14697,13145
21236,15504,11860,3644
21237,11946,4460,7486
21239,11617,0,11617
21240,0,1720,-1720
21244,13934,344,13590
21250,0,3598,-3598
21251,0,6,-6
21252,0,1846,-1846
21285,0,0,0
21286,9270,54,9216
21287,0,552,-552
21401,17347,1899,15448
21402,363,247,116
21403,14138,1621,12517
21405,179,353,-174
21409,7466,416,7050
21502,16681,375,16306
21520,865,1024,-159
21521,640,23225,-22585
21523,99,12736,-12637
21524,289,0,289
21529,261,1596,-1335
21530,806,1982,-1176
21531,954,2070,-1116
21532,4867,1148,3719
21536,1470,1023,447
21538,310,1738,-1428
21539,992,40,952
21540,25,320,-295
21541,800,394,406
21542,62,3971,-3909
21543,202,1886,-1684
21545,770,9800,-9030
21550,5908,1920,3988
21555,636,4045,-3409
21557,764,1893,-1129
21560,8,543,-535
21561,1061,482,579
21562,1195,402,793
21601,10094,663,9431
21607,200,0,200
21610,170,1882,-1712
21612,283,3271,-2988
21613,7439,13352,-5913
21617,3560,4173,-613
21619,2362,4466,-2104
21620,5369,25,5344
21622,234,1985,-1751
21623,939,3541,-2602
21624,116,701,-585
21625,796,3620,-2824
21626,34,2663,-2629
21627,15,951,-936
21628,189,10403,-10214
21629,3413,0,3413
21631,1033,14389,-13356
21632,2493,190,2303
21634,190,8694,-8504
21635,874,1060,-186
21636,348,256,92
21638,1955,2103,-148
21639,1723,416,1307
21640,539,751,-212
21641,56,64,-8
21643,2009,1885,124
21644,7,321,-314
21645,478,1287,-809
21647,183,305,-122
21648,44,967,-923
21649,570,684,-114
21650,92,178,-86
21651,1056,389,667
21652,103,5389,-5286
21653,50,1381,-1331
21654,616,1117,-501
21655,1854,2849,-995
21657,435,3677,-3242
21658,1456,379,1077
21659,393,393,0
21660,1502,92,1410
21661,1222,2038,-816
21662,275,258,17
21663,1630,275,1355
21664,221,22,199
21665,58,14,44
21666,5315,307,5008
21667,89,779,-690
21668,599,242,357
21669,73,818,-745
21671,368,2446,-2078
21672,82,0,82
21673,1197,5677,-4480
21675,35,0,35
21676,238,2206,-1968
21677,201,2649,-2448
21678,817,3999,-3182
21679,151,385,-234
21701,17029,209,16820
21702,17018,223,16795
21703,14415,1182,13233
21704,5381,0,5381
21705,0,756,-756
21710,1740,1436,304
21711,497,1456,-959
21713,3799,80,3719
21714,109,15595,-15486
21715,11,89,-78
21716,2535,19018,-16483
21717,89,14820,-14731
21718,61,5994,-5933
21719,358,4787,-4429
21722,2202,816,1386
21723,251,18602,-18351
21727,1882,11700,-9818
21733,361,9845,-9484
21734,506,14914,-14408
21737,705,0,705
21738,1316,6179,-4863
21740,24763,10495,14268
21742,13341,11736,1605
21746,0,9231,-9231
21750,1567,5702,-4135
21754,2218,6120,-3902
21755,2017,2720,-703
21756,1192,5975,-4783
21757,1000,10649,-9649
21758,1691,10862,-9171
21762,79,9506,-9427
21766,290,6464,-6174
21767,416,347,69
21769,4211,1366,2845
21770,2220,9061,-6841
21771,10602,5830,4772
21773,1875,10331,-8456
21774,4929,10627,-5698
21776,2366,3155,-789
21777,734,8210,-7476
21778,322,5189,-4867
21779,583,8824,-8241
21780,769,0,769
21781,0,19169,-19169
21782,1699,18805,-17106
21783,3491,22011,-18520
21784,13094,16504,-3410
21787,4141,11217,-7076
21788,4699,10439,-5740
21790,5,19784,-19779
21791,1924,6356,-4432
21793,3994,9942,-5948
21794,717,11274,-10557
21795,3638,6344,-2706
21797,2859,67,2792
21798,875,1293,-418
21801,11285,0,11285
21804,15264,4838,10426
21810,150,8336,-8186
21811,10235,6360,3875
21813,1095,20838,-19743
21814,55,5992,-5937
21817,1794,11644,-9850
21821,369,4514,-4145
21822,953,4683,-3730
21824,86,10917,-10831
21826,1923,11318,-9395
21829,163,7418,-7255
21830,1711,10659,-8948
21835,150,14931,-14781
21837,1188,10361,-9173
21838,766,9705,-8939
21840,165,9892,-9727
21841,427,7265,-6838
21842,5498,18840,-13342
21849,1423,9224,-7801
21850,1364,1160,204
21851,3027,177,2850
21853,3649,97,3552
21856,349,833,-484
21861,283,294,-11
21862,0,325,-325
21863,1836,121,1715
21864,253,3498,-3245
21865,172,201,-29
21866,56,790,-734
21867,0,596,-596
21869,362,720,-358
21871,704,2199,-1495
21872,212,197,15
21874,744,407,337
21875,2939,1412,1527
21890,0,7965,-7965
21901,6633,370,6263
21902,73,2084,-2011
21903,2196,118,2078
21904,2442,5082,-2640
21911,4074,0,4074
21912,553,594,-41
21913,382,916,-534
21914,353,2230,-1877
21915,1225,175,1050
21917,617,105,512
21918,1611,858,753
21919,1398,190,1208
21920,278,141,137
21921,16825,1197,15628
21930,12,514,-502
22003,19077,5851,13226
22015,15023,25,14998
22025,6453,6215,238
22026,5644,4459,1185
22027,665,15902,-15237
22030,21246,8145,13101
22031,14272,2471,11801
22032,9911,1083,8828
22033,15389,2172,13217
22035,0,820,-820
22039,5718,1098,4620
22041,11098,71,11027
22042,12180,1950,10230
22043,9467,10994,-1527
22044,5275,10628,-5353
22046,6886,5279,1607
22060,2542,727,1815
22066,5587,3124,2463
22079,11933,1006,10927
22101,10656,239,10417
22102,12387,957,11430
22124,6553,1453,5100
22125,462,387,75
22134,1316,11840,-10524
22150,9540,613,8927
22151,5548,161,5387
22152,9817,285,9532
22153,10817,205,10612
22172,3624,1461,2163
22180,9295,39,9256
22181,5736,927,4809
22182,9729,1515,8214
22191,24324,102,24222
22192,20229,544,19685
22193,24613,526,24087
22201,19946,238,19708
22202,15178,7107,8071
22203,12946,802,12144
22204,22847,4573,18274
22205,6835,753,6082
22206,10794,505,10289
22207,12014,3592,8422
22209,7584,11056,-3472
22211,47,422,-375
22213,1719,0,1719
22214,0,2472,-2472
22301,6242,541,5701
22302,8661,444,8217
22303,7950,531,7419
22304,23148,417,22731
22305,7444,161,7283
22306,11305,198,11107
22307,4533,389,4144
22308,4675,86,4589
22309,12560,26,12534
22310,10751,655,10096
22311,8354,210,8144
22312,10482,1854,8628
22314,18846,1123,17723
22315,11514,36,11478
22401,11154,25,11129
22405,11665,62,11603
22406,9151,55,9096
22407,20866,532,20334
22408,11548,1118,10430
22427,1387,683,704
22432,87,256,-169
22433,78,1019,-941
22435,888,467,421
22436,313,529,-216
22437,278,96,182
22438,107,643,-536
22443,4296,82,4214
22448,181,471,-290
22454,745,194,551
22460,674,12099,-11425
22469,1050,10466,-9416
22472,0,8,-8
22473,2224,296,1928
22476,105,249,-144
22480,420,3020,-2600
22482,1591,3371,-1780
22485,9264,68,9196
22488,200,2136,-1936
22503,1751,2458,-707
22504,112,3995,-3883
22508,5723,755,4968
22509,50,367,-317
22511,543,483,60
22514,898,470,428
22520,1919,4589,-2670
22529,12,1692,-1680
22534,974,1163,-189
22535,188,2127,-1939
22538,92,1069,-977
22539,926,1831,-905
22542,808,0,808
22546,6021,663,5358
22548,38,346,-308
22551,7022,1821,5201
22553,5462,319,5143
22554,18963,2378,16585
22556,9750,1905,7845
22560,2690,13629,-10939
22567,1055,9101,-8046
22572,2388,14833,-12445
22576,751,51,700
22578,1250,6436,-5186
22580,2108,1811,297
22601,11474,1000,10474
22602,10993,1652,9341
22603,6360,149,6211
22610,706,2727,-2021
22611,3345,289,3056
22620,969,1590,-621
22623,267,695,-428
22624,1001,577,424
22625,1307,1830,-523
22627,281,371,-90
22630,12843,3204,9639
22637,935,116,819
22639,249,83,166
22640,176,1745,-1569
22641,101,63,38
22642,1692,478,1214
22643,117,811,-694
22644,1023,798,225
22645,1672,599,1073
22646,13,4162,-4149
22650,346,5946,-5600
22652,575,80,495
22654,395,658,-263
22655,7835,3539,4296
22656,1644,564,1080
22657,4220,656,3564
22660,640,123,517
22663,403,2638,-2235
22664,3677,1678,1999
22701,12505,79,12426
22709,433,12950,-12517
22711,15,39,-24
22712,2893,4099,-1206
22713,607,371,236
22714,320,5659,-5339
22715,586,2250,-1664
22716,449,308,141
22718,293,1445,-1152
22719,79,174,-95
22720,296,316,-20
22722,199,140,59
22723,71,3049,-2978
22724,764,72,692
22725,16,558,-542
22726,352,1949,-1597
22727,2205,141,2064
22728,1178,516,662
22729,80,665,-585
22730,27,388,-361
22731,78,1500,-1422
22732,86,731,-645
22733,511,21,490
22734,1286,778,508
22735,792,240,552
22736,241,342,-101
22737,1080,145,935
22738,472,11736,-11264
22740,358,12791,-12433
22741,77,7570,-7493
22742,529,998,-469
22743,96,1888,-1792
22746,102,33,69
22747,481,681,-200
22749,80,290,-210
22801,13938,216,13722
22802,11031,1072,9959
22807,1,344,-343
22810,279,711,-432
22811,222,4655,-4433
22812,3200,3889,-689
22815,3392,276,3116
22820,100,105,-5
22821,2190,475,1715
22824,2551,695,1856
22827,4376,150,4226
22830,741,1098,-357
22831,304,1847,-1543
22832,390,85,305
22834,452,198,254
22835,4986,4995,-9
22840,1867,957,910
22841,1240,1836,-596
22842,2102,397,1705
22843,987,78,909
22844,2171,905,1266
22845,58,327,-269
22846,643,13810,-13167
22847,265,17141,-16876
22849,1833,8904,-7071
22850,472,6397,-5925
22851,2098,66,2032
22853,1792,9474,-7682
22901,15900,3984,11916
22902,11099,86,11013
22903,15466,1757,13709
22904,26,694,-668
22908,0,1169,-1169
22911,7377,45,7332
22920,1727,196,1531
22922,892,421,471
22923,2581,99,2482
22931,93,128,-35
22932,2979,278,2701
22935,285,8838,-8553
22936,2185,2044,141
22937,832,2397,-1565
22938,383,1134,-751
22939,2411,796,1615
22940,371,981,-610
22942,3905,5039,-1134
22943,222,492,-270
22946,55,777,-722
22947,2101,0,2101
22948,62,38,24
22949,576,166,410
22952,609,2170,-1561
22957,0,578,-578
22958,965,17,948
22959,680,652,28
22960,3821,242,3579
22963,6334,306,6028
22964,138,232,-94
22967,873,2206,-1333
22968,3678,16962,-13284
22969,636,0,636
22971,736,15540,-14804
22972,189,2690,-2501
22973,2570,1501,1069
22974,1282,13617,-12335
22976,116,7159,-7043
22980,13645,9498,4147
22989,29,19189,-19160
23002,4172,12230,-8058
23004,466,17377,-16911
23005,6540,6739,-199
23009,2763,11478,-8715
23011,390,14549,-14159
23015,1639,12726,-11087
23021,12,2430,-2418
23022,461,13280,-12819
23023,115,11240,-11125
23024,3897,15427,-11530
23025,382,12474,-12092
23027,500,9862,-9362
23030,1896,7578,-5682
23032,97,10955,-10858
23035,605,0,605
23038,763,7752,-6989
23039,499,636,-137
23040,1776,27,1749
23043,737,343,394
23045,33,76,-43
23047,684,368,316
23050,246,305,-59
23055,413,799,-386
23056,56,1923,-1867
23059,14897,81,14816
23060,13655,2694,10961
23061,8502,632,7870
23062,953,100,853
23063,1637,20762,-19125
23065,590,12362,-11772
23066,348,19195,-18847
23068,109,11623,-11514
23069,1115,8660,-7545
23070,345,6786,-6441
23071,774,1506,-732
23072,4879,162,4717
23075,3680,216,3464
23076,181,1563,-1382
23079,151,48,103
23081,0,340,-340
23083,850,280,570
23084,600,12,588
23085,176,374,-198
23086,1323,46,1277
23089,2227,155,2072
23091,195,9,186
23092,370,38,332
23093,5197,398,4799
23102,1246,201,1045
23103,2570,17,2553
23106,473,13,460
23108,31,905,-874
23109,937,323,614
23110,409,118,291
23111,14693,737,13956
23112,20264,199,20065
23113,9761,1970,7791
23114,7999,315,7684
23116,11283,1228,10055
23117,3843,1798,2045
23119,39,135,-96
23120,4460,113,4347
23123,656,62,594
23124,1804,139,1665
23126,214,6618,-6404
23128,161,544,-383
23129,182,375,-193
23130,62,17290,-17228
23138,397,9431,-9034
23139,9802,417,9385
23140,2698,1646,1052
23141,2583,791,1792
23146,1203,223,980
23147,0,72,-72
23148,599,709,-110
23149,1041,19609,-18568
23150,5218,22274,-17056
23153,516,11898,-11382
23156,572,22853,-22281
23160,0,18935,-18935
23161,38,16462,-16424
23163,46,1582,-1536
23168,3028,265,2763
23169,426,0,426
23173,0,0,0
23175,812,24310,-23498
23176,160,26038,-25878
23177,316,143,173
23180,236,42,194
23181,2134,2452,-318
23185,18682,120,18562
23188,17190,8066,9124
23192,2404,13373,-10969
23219,3003,7042,-4039
23220,14099,12004,2095
23221,7419,3437,3982
23222,10789,6191,4598
23223,23486,4955,18531
23224,15987,3071,12916
23225,18722,129,18593
23226,7328,11285,-3957
23227,11870,2084,9786
23228,14990,11215,3775
23229,13451,2395,11056
23230,3794,0,3794
23231,15307,10414,4893
23233,12401,15701,-3300
23234,16124,1326,14798
23235,13977,942,13035
23236,10247,6074,4173
23237,9091,10693,-1602
23238,11388,9203,2185
23250,0,16520,-16520
23284,7,186,-179
23294,8260,5651,2609
23298,0,4592,-4592
23301,753,5632,-4879
23302,0,3788,-3788
23303,163,1127,-964
23304,0,19773,-19773
23306,442,15819,-15377
23307,236,1190,-954
23308,831,50,781
23310,2323,7393,-5070
23314,3629,8688,-5059
23315,617,1402,-785
23316,32,9227,-9195
23320,24387,4463,19924
23321,13815,9921,3894
23322,21294,7225,14069
23323,14236,5952,8284
23324,8492,0,8492
23325,7297,0,7297
23336,1908,994,914
23337,284,14882,-14598
23347,274,7303,-7029
23350,1485,0,1485
23354,100,642,-542
23356,541,2837,-2296
23357,186,584,-398
23358,54,149,-95
23359,344,421,-77
23389,58,481,-423
23395,215,12174,-11959
23398,12,10672,-10660
23401,114,794,-680
23405,445,9816,-9371
23407,193,4169,-3976
23408,10,1594,-1584
23409,60,5198,-5138
23410,712,326,386
23413,347,551,-204
23414,57,1341,-1284
23415,757,2492,-1735
23416,42,225,-183
23417,1850,356,1494
23418,381,188,193
23420,1106,254,852
23421,1699,5251,-3552
23422,107,246,-139
23423,116,5459,-5343
23426,27,348,-321
23427,116,200,-84
23430,7088,10311,-3223
23432,533,859,-326
23433,501,956,-455
23434,18960,2034,16926
23435,12175,947,11228
23436,355,426,-71
23437,1938,3726,-1788
23438,679,239,440
23440,216,429,-213
23441,0,316,-316
23442,447,812,-365
23451,20835,887,19948
23452,22182,960,21222
23453,12647,16,12631
23454,23165,996,22169
23455,20801,273,20528
23456,19965,746,19219
23457,1635,230,1405
23459,0,1616,-1616
23460,0,4,-4
23461,0,111,-111
23462,27278,191,27087
23464,28538,223,28315
23480,156,785,-629
23486,28,156,-128
23487,2330,5605,-3275
23488,217,0,217
23502,8280,202,8078
23503,13999,1147,12852
23504,8379,1112,7267
23505,12286,1354,10932
23507,3313,711,2602
23508,6691,591,6100
23509,5241,1050,4191
23510,4633,2558,2075
23511,326,1900,-1574
23513,12009,2241,9768
23517,2414,317,2097
23518,12542,2395,10147
23523,2764,795,1969
23551,0,134,-134
23601,11663,553,11110
23602,17737,23,17714
23603,1439,1777,-338
23604,773,1481,-708
23605,6393,1319,5074
23606,11873,59,11814
23607,9521,873,8648
23608,16889,1184,15705
23651,242,477,-235
23661,5868,700,5168
23662,4617,136,4481
23663,5424,140,5284
23664,4550,493,4057
23665,1610,898,712
23666,23074,333,22741
23667,0,279,-279
23668,0,3513,-3513
23669,16342,1539,14803
23681,0,84,-84
23690,1535,66,1469
23691,15,13006,-12991
23692,7303,3104,4199
23693,8791,7648,1143
23696,1321,7431,-6110
23701,9518,3773,5745
23702,4832,9294,-4462
23703,9836,16211,-6375
23704,8037,10674,-2637
23707,6325,24,6301
23708,5,1116,-1111
23709,0,2611,-2611
23801,1470,5581,-4111
23803,16379,201,16178
23805,8282,276,8006
23821,722,17893,-17171
23824,2583,1770,813
23827,441,2537,-2096
23828,261,1878,-1617
23829,500,1004,-504
23830,533,753,-220
23831,13744,541,13203
23832,13025,481,12544
23833,835,11974,-11139
23834,10925,430,10495
23836,5272,589,4683
23837,1773,3393,-1620
23838,5777,725,5052
23839,314,152,162
23840,755,809,-54
23841,1328,4687,-3359
23842,2664,822,1842
23843,258,75,183
23844,201,1951,-1750
23845,166,1728,-1562
23846,340,998,-658
23847,5094,1748,3346
23850,510,2713,-2203
23851,5350,1218,4132
23856,404,52,352
23857,140,1617,-1477
23860,10877,2662,8215
23866,744,721,23
23867,857,1375,-518
23868,1948,353,1595
23870,0,13917,-13917
23872,943,990,-47
23874,402,4106,-3704
23875,4711,746,3965
23876,86,1830,-1744
23878,646,1740,-1094
23879,253,693,-440
23881,867,0,867
23882,688,12,676
23883,790,199,591
23884,0,1024,-1024
23885,1033,2337,-1304
23887,269,1447,-1178
23888,867,1172,-305
23889,229,548,-319
23890,1645,315,1330
23891,0,8821,-8821
23893,182,0,182
23894,143,491,-348
23897,325,3430,-3105
23898,1078,1470,-392
23899,204,368,-164
23901,5634,8378,-2744
23909,0,14543,-14543
23915,402,114,288
23917,1068,929,139
23919,865,565,300
23920,1285,115,1170
23921,813,92,721
23922,808,3248,-2440
23923,1009,1069,-60
23924,2520,3777,-1257
23927,1983,724,1259
23930,2193,7808,-5615
23934,243,2092,-1849
23936,2015,383,1632
23937,805,7410,-6605
23938,102,5286,-5184
23942,521,7154,-6633
23943,0,4452,-4452
23944,1315,1218,97
23947,1486,222,1264
23950,1303,4136,-2833
23952,65,274,-209
23954,925,372,553
23955,9,2589,-2580
23958,996,752,244
23959,489,566,-77
23960,764,2990,-2226
23962,180,3590,-3410
23963,101,1392,-1291
23964,484,380,104
23966,831,60,771
23967,391,947,-556
23968,351,2116,-1765
23970,3447,480,2967
23974,1511,207,1304
23976,64,1115,-1051
24011,475,487,-12
24012,12427,3654,8773
24013,2662,1403,1259
24014,7615,757,6858
24015,6866,2445,4421
24016,4556,2573,1983
24017,9477,409,9068
24018,15958,3444,12514
24019,11808,240,11568
24020,28,330,-302
24022,0,1082,-1082
24053,1095,151,944
24054,2143,2695,-552
24055,4948,2373,2575
24058,92,2049,-1957
24059,477,361,116
24060,18160,1072,17088
24061,0,263,-263
24064,1814,1037,777
24065,2698,1024,1674
24066,2045,259,1786
24067,842,3815,-2973
24069,691,5999,-5308
24070,580,722,-142
24072,450,1044,-594
24073,12661,345,12316
24076,478,576,-98
24077,452,1238,-786
24078,2852,12,2840
24079,772,1631,-859
24082,217,293,-76
