Zipcode,Median Income ,Old Median Income,Growth
ZCTA5 38913,148,1012,-864
ZCTA5 38914,277,898,-621
ZCTA5 38915,1647,426,1221
ZCTA5 38916,1896,3479,-1583
ZCTA5 38917,1314,4452,-3138
ZCTA5 38920,277,252,25
ZCTA5 38921,1507,1955,-448
ZCTA5 38922,1214,5838,-4624
ZCTA5 38923,506,8608,-8102
ZCTA5 38924,152,5628,-5476
ZCTA5 38925,902,4658,-3756
ZCTA5 38927,293,1610,-1317
ZCTA5 38928,108,99,9
ZCTA5 38929,696,205,491
ZCTA5 38930,8118,1051,7067
ZCTA5 38940,601,1902,-1301
ZCTA5 38941,1184,602,582
ZCTA5 38943,234,598,-364
ZCTA5 38944,61,2381,-2320
ZCTA5 38946,85,227,-142
ZCTA5 38947,27,1225,-1198
ZCTA5 38948,944,836,108
ZCTA5 38949,139,1045,-906
ZCTA5 38950,224,475,-251
ZCTA5 38951,399,1052,-653
ZCTA5 38952,168,356,-188
ZCTA5 38953,190,833,-643
ZCTA5 38954,306,17016,-16710
ZCTA5 38957,212,0,212
ZCTA5 38961,250,40,210
ZCTA5 38962,0,1028,-1028
ZCTA5 38963,1035,264,771
ZCTA5 38964,19,926,-907
ZCTA5 38965,3528,80,3448
ZCTA5 38966,232,759,-527
ZCTA5 38967,2513,6292,-3779
ZCTA5 39038,2012,556,1456
ZCTA5 39039,1314,853,461
ZCTA5 39040,1527,612,915
ZCTA5 39041,1390,4078,-2688
ZCTA5 39042,13576,4300,9276
ZCTA5 39044,1149,3276,-2127
ZCTA5 39045,808,178,630
ZCTA5 39046,11397,507,10890
ZCTA5 39047,15175,223,14952
ZCTA5 39051,5551,1573,3978
ZCTA5 39054,113,5677,-5564
ZCTA5 39056,10573,877,9696
ZCTA5 39057,764,248,516
ZCTA5 39058,0,2499,-2499
ZCTA5 39059,4248,1967,2281
ZCTA5 39061,0,245,-245
ZCTA5 39062,166,2941,-2775
ZCTA5 39063,1116,2926,-1810
ZCTA5 39066,1975,715,1260
ZCTA5 39067,400,936,-536
ZCTA5 39069,1478,1001,477
ZCTA5 39071,2499,483,2016
ZCTA5 39073,7771,414,7357
ZCTA5 39074,4867,555,4312
ZCTA5 39078,289,184,105
ZCTA5 39079,386,129,257
ZCTA5 39082,332,979,-647
ZCTA5 39083,3330,191,3139
ZCTA5 39086,441,46,395
ZCTA5 39088,10,666,-656
ZCTA5 39090,4673,1337,3336
ZCTA5 39092,1307,704,603
ZCTA5 39094,1468,10638,-9170
ZCTA5 39095,2050,1990,60
ZCTA5 39096,532,69,463
ZCTA5 39097,160,1474,-1314
ZCTA5 39108,612,517,95
ZCTA5 39110,15947,160,15787
ZCTA5 39111,3021,897,2124
ZCTA5 39113,114,203,-89
ZCTA5 39114,3415,2109,1306
ZCTA5 39115,55,6957,-6902
ZCTA5 39116,896,1314,-418
ZCTA5 39117,3512,39,3473
ZCTA5 39119,2028,309,1719
ZCTA5 39120,11482,1343,10139
ZCTA5 39140,888,42,846
ZCTA5 39144,245,1727,-1482
ZCTA5 39145,2014,6538,-4524
ZCTA5 39146,1135,4765,-3630
ZCTA5 39148,0,113,-113
ZCTA5 39149,629,1088,-459
ZCTA5 39150,1796,180,1616
ZCTA5 39152,377,159,218
ZCTA5 39153,1039,1340,-301
ZCTA5 39154,3382,737,2645
ZCTA5 39156,268,7315,-7047
ZCTA5 39157,10723,0,10723
ZCTA5 39159,942,0,942
ZCTA5 39160,899,633,266
ZCTA5 39162,70,1802,-1732
ZCTA5 39166,200,222,-22
ZCTA5 39167,0,611,-611
ZCTA5 39168,2441,1303,1138
ZCTA5 39169,1046,1470,-424
ZCTA5 39170,3673,47,3626
ZCTA5 39173,0,6135,-6135
ZCTA5 39174,39,424,-385
ZCTA5 39175,1414,204,1210
ZCTA5 39176,842,10,832
ZCTA5 39177,51,10308,-10257
ZCTA5 39179,582,1840,-1258
ZCTA5 39180,11962,905,11057
ZCTA5 39183,4861,3196,1665
ZCTA5 39189,1153,186,967
ZCTA5 39191,2639,5219,-2580
ZCTA5 39192,456,498,-42
ZCTA5 39193,16,929,-913
ZCTA5 39194,5041,212,4829
ZCTA5 39201,543,925,-382
ZCTA5 39202,3568,471,3097
ZCTA5 39203,2040,799,1241
ZCTA5 39204,5820,4008,1812
ZCTA5 39206,9720,874,8846
ZCTA5 39208,12412,13,12399
ZCTA5 39209,9905,702,9203
ZCTA5 39210,0,262,-262
ZCTA5 39211,9832,753,9079
ZCTA5 39212,10869,3554,7315
ZCTA5 39213,8309,767,7542
ZCTA5 39216,1637,2473,-836
ZCTA5 39217,78,243,-165
ZCTA5 39218,2866,950,1916
ZCTA5 39232,3870,2288,1582
ZCTA5 39269,0,562,-562
ZCTA5 39272,5294,359,4935
ZCTA5 39301,9436,1557,7879
ZCTA5 39305,8006,1501,6505
ZCTA5 39307,6129,174,5955
ZCTA5 39309,0,477,-477
ZCTA5 39320,633,337,296
ZCTA5 39322,625,8929,-8304
ZCTA5 39323,489,27,462
ZCTA5 39324,0,1996,-1996
ZCTA5 39325,2216,12183,-9967
ZCTA5 39326,92,110,-18
ZCTA5 39327,1450,92,1358
ZCTA5 39328,1783,5005,-3222
ZCTA5 39330,983,387,596
ZCTA5 39332,640,672,-32
ZCTA5 39335,875,140,735
ZCTA5 39336,414,2643,-2229
ZCTA5 39337,668,8986,-8318
ZCTA5 39338,1377,7083,-5706
ZCTA5 39339,5623,10485,-4862
ZCTA5 39341,2027,9150,-7123
ZCTA5 39342,673,13317,-12644
ZCTA5 39345,2242,5260,-3018
ZCTA5 39346,824,255,569
ZCTA5 39347,587,6072,-5485
ZCTA5 39348,170,8968,-8798
ZCTA5 39350,8326,7137,1189
ZCTA5 39352,203,7086,-6883
ZCTA5 39354,800,18266,-17466
ZCTA5 39355,2579,9211,-6632
ZCTA5 39356,265,16765,-16500
ZCTA5 39358,282,5786,-5504
ZCTA5 39359,101,12672,-12571
ZCTA5 39360,1220,15417,-14197
ZCTA5 39361,624,13981,-13357
ZCTA5 39362,1439,9924,-8485
ZCTA5 39363,514,8812,-8298
ZCTA5 39364,1317,6201,-4884
ZCTA5 39365,2831,13321,-10490
ZCTA5 39366,333,0,333
ZCTA5 39367,5532,12155,-6623
ZCTA5 39401,16415,4428,11987
ZCTA5 39402,17276,4386,12890
ZCTA5 39406,0,11018,-11018
ZCTA5 39421,1179,10306,-9127
ZCTA5 39422,1713,13933,-12220
ZCTA5 39423,1110,100,1010
ZCTA5 39425,968,13598,-12630
ZCTA5 39426,6450,14795,-8345
ZCTA5 39427,461,242,219
ZCTA5 39428,3237,2865,372
ZCTA5 39429,6224,2474,3750
ZCTA5 39437,4251,1212,3039
ZCTA5 39439,1734,129,1605
ZCTA5 39440,7496,1223,6273
ZCTA5 39443,8167,15575,-7408
ZCTA5 39451,1106,386,720
ZCTA5 39452,10032,7723,2309
ZCTA5 39455,3490,37,3453
ZCTA5 39456,245,5164,-4919
ZCTA5 39459,1443,2049,-606
ZCTA5 39461,351,0,351
ZCTA5 39462,436,8275,-7839
ZCTA5 39464,1033,276,757
ZCTA5 39465,8157,1103,7054
ZCTA5 39466,10748,260,10488
ZCTA5 39470,4179,54,4125
ZCTA5 39474,2143,6943,-4800
ZCTA5 39475,5429,7868,-2439
ZCTA5 39476,2292,15038,-12746
ZCTA5 39477,239,383,-144
ZCTA5 39478,772,3186,-2414
ZCTA5 39479,2213,2610,-397
ZCTA5 39480,977,7198,-6221
ZCTA5 39481,617,0,617
ZCTA5 39482,4117,1011,3106
ZCTA5 39483,2034,951,1083
ZCTA5 39501,8822,763,8059
ZCTA5 39503,19976,700,19276
ZCTA5 39507,7507,25,7482
ZCTA5 39520,6423,1193,5230
ZCTA5 39525,4160,2179,1981
ZCTA5 39529,0,8778,-8778
ZCTA5 39530,3632,1025,2607
ZCTA5 39531,7821,740,7081
ZCTA5 39532,13411,2722,10689
ZCTA5 39534,0,14402,-14402
ZCTA5 39540,4764,958,3806
ZCTA5 39553,6638,9279,-2641
ZCTA5 39556,2725,0,2725
ZCTA5 39560,7145,1384,5761
ZCTA5 39561,651,1699,-1048
ZCTA5 39562,6802,9424,-2622
ZCTA5 39563,4656,19,4637
ZCTA5 39564,16632,1988,14644
ZCTA5 39565,6905,946,5959
ZCTA5 39567,3617,365,3252
ZCTA5 39571,5216,5038,178
ZCTA5 39572,564,376,188
ZCTA5 39573,3347,3643,-296
ZCTA5 39574,4480,0,4480
ZCTA5 39576,2546,3615,-1069
ZCTA5 39577,3489,468,3021
ZCTA5 39581,4500,1408,3092
ZCTA5 39595,0,399,-399
ZCTA5 39601,8854,842,8012
ZCTA5 39629,2442,658,1784
ZCTA5 39630,466,21065,-20599
ZCTA5 39631,1515,113,1402
ZCTA5 39633,278,4627,-4349
ZCTA5 39635,103,1023,-920
ZCTA5 39638,1520,1541,-21
ZCTA5 39641,1842,12425,-10583
ZCTA5 39643,380,12271,-11891
ZCTA5 39645,2153,10688,-8535
ZCTA5 39647,233,10885,-10652
ZCTA5 39648,8108,0,8108
ZCTA5 39652,3143,1031,2112
ZCTA5 39653,1031,9519,-8488
ZCTA5 39654,1936,13959,-12023
ZCTA5 39656,236,326,-90
ZCTA5 39657,693,11281,-10588
ZCTA5 39661,897,4123,-3226
ZCTA5 39662,446,5632,-5186
ZCTA5 39663,869,13739,-12870
ZCTA5 39664,813,1040,-227
ZCTA5 39665,404,16308,-15904
ZCTA5 39666,3791,21315,-17524
ZCTA5 39667,4460,0,4460
ZCTA5 39668,326,11372,-11046
ZCTA5 39669,2038,2080,-42
ZCTA5 39701,5321,1307,4014
ZCTA5 39702,8268,468,7800
ZCTA5 39705,5105,1094,4011
ZCTA5 39730,4174,8821,-4647
ZCTA5 39735,1549,137,1412
ZCTA5 39736,173,6794,-6621
ZCTA5 39737,77,1094,-1017
ZCTA5 39739,989,243,746
ZCTA5 39740,1983,6483,-4500
ZCTA5 39741,651,425,226
ZCTA5 39743,814,177,637
ZCTA5 39744,2353,1131,1222
ZCTA5 39745,265,230,35
ZCTA5 39746,1166,43,1123
ZCTA5 39747,687,577,110
ZCTA5 39750,1432,267,1165
ZCTA5 39751,518,548,-30
ZCTA5 39752,957,32,925
ZCTA5 39753,0,30,-30
ZCTA5 39755,385,329,56
ZCTA5 39756,540,155,385
ZCTA5 39759,19247,1783,17464
ZCTA5 39762,0,243,-243
ZCTA5 39766,1158,263,895
ZCTA5 39767,392,287,105
ZCTA5 39769,609,1222,-613
ZCTA5 39771,49,78,-29
ZCTA5 39772,787,103,684
ZCTA5 39773,6090,1952,4138
ZCTA5 39776,531,56,475
ZCTA5 39813,699,153,546
ZCTA5 39815,499,18,481
ZCTA5 39817,3830,135,3695
ZCTA5 39819,4527,75,4452
ZCTA5 39823,3174,113,3061
ZCTA5 39824,259,469,-210
ZCTA5 39825,621,332,289
ZCTA5 39826,300,284,16
ZCTA5 39827,1859,190,1669
ZCTA5 39828,5336,290,5046
ZCTA5 39832,4,195,-191
ZCTA5 39834,696,130,566
ZCTA5 39836,140,386,-246
ZCTA5 39837,2591,160,2431
ZCTA5 39840,1732,733,999
ZCTA5 39841,290,255,35
ZCTA5 39842,2720,462,2258
ZCTA5 39845,3182,318,2864
ZCTA5 39846,616,4425,-3809
ZCTA5 39851,867,60,807
ZCTA5 39854,1021,201,820
ZCTA5 39859,356,380,-24
ZCTA5 39861,467,97,370
ZCTA5 39862,431,289,142
ZCTA5 39866,150,88,62
ZCTA5 39867,126,1197,-1071
ZCTA5 39870,766,134,632
ZCTA5 39877,231,219,12
ZCTA5 39885,9,37,-28
ZCTA5 39886,537,329,208
ZCTA5 39897,1402,64,1338
ZCTA5 40003,699,236,463
ZCTA5 40004,11967,322,11645
ZCTA5 40006,1785,144,1641
ZCTA5 40007,20,5968,-5948
ZCTA5 40008,1529,120,1409
ZCTA5 40009,572,5367,-4795
ZCTA5 40010,181,383,-202
ZCTA5 40011,926,3821,-2895
ZCTA5 40012,227,64,163
ZCTA5 40013,2275,139,2136
ZCTA5 40014,7341,193,7148
ZCTA5 40019,1411,225,1186
ZCTA5 40020,135,7,128
ZCTA5 40022,291,147,144
ZCTA5 40023,2165,5581,-3416
ZCTA5 40025,194,973,-779
ZCTA5 40026,2032,838,1194
ZCTA5 40031,7995,1681,6314
ZCTA5 40033,4834,8184,-3350
ZCTA5 40036,124,1791,-1667
ZCTA5 40037,1064,1251,-187
ZCTA5 40040,180,3029,-2849
ZCTA5 40041,259,1238,-979
ZCTA5 40045,1340,11072,-9732
ZCTA5 40046,516,3197,-2681
ZCTA5 40047,8216,8231,-15
ZCTA5 40049,0,2593,-2593
ZCTA5 40050,712,15074,-14362
ZCTA5 40051,1768,10635,-8867
ZCTA5 40052,194,2062,-1868
ZCTA5 40055,858,6245,-5387
ZCTA5 40056,1270,662,608
ZCTA5 40057,1575,425,1150
ZCTA5 40058,17,3824,-3807
ZCTA5 40059,7653,1022,6631
ZCTA5 40060,500,2870,-2370
ZCTA5 40061,0,2957,-2957
ZCTA5 40062,77,19513,-19436
ZCTA5 40063,0,541,-541
ZCTA5 40065,11420,391,11029
ZCTA5 40067,2260,463,1797
ZCTA5 40068,964,555,409
ZCTA5 40069,3259,4475,-1216
ZCTA5 40070,162,654,-492
ZCTA5 40071,5701,9056,-3355
ZCTA5 40075,377,10,367
ZCTA5 40076,1128,672,456
ZCTA5 40077,266,5476,-5210
ZCTA5 40078,967,1107,-140
ZCTA5 40104,390,9,381
ZCTA5 40107,839,1149,-310
ZCTA5 40108,4517,680,3837
ZCTA5 40109,858,9092,-8234
ZCTA5 40110,188,2531,-2343
ZCTA5 40111,680,2029,-1349
ZCTA5 40115,257,6572,-6315
ZCTA5 40117,912,6773,-5861
ZCTA5 40118,3880,640,3240
ZCTA5 40119,781,333,448
ZCTA5 40121,2342,216,2126
ZCTA5 40140,269,992,-723
ZCTA5 40142,763,5289,-4526
ZCTA5 40143,2328,1310,1018
ZCTA5 40144,529,1020,-491
ZCTA5 40145,205,4461,-4256
ZCTA5 40146,1368,1315,53
ZCTA5 40150,1745,2595,-850
ZCTA5 40152,337,819,-482
ZCTA5 40155,461,0,461
ZCTA5 40157,342,8044,-7702
ZCTA5 40160,9047,7936,1111
ZCTA5 40161,67,598,-531
ZCTA5 40162,1935,427,1508
ZCTA5 40165,14077,3913,10164
ZCTA5 40170,159,207,-48
ZCTA5 40171,114,80,34
ZCTA5 40175,5328,3374,1954
ZCTA5 40176,329,769,-440
ZCTA5 40177,664,12,652
ZCTA5 40178,182,5466,-5284
ZCTA5 40202,3030,4032,-1002
ZCTA5 40203,8917,87,8830
ZCTA5 40204,7684,217,7467
ZCTA5 40205,10561,162,10399
ZCTA5 40206,10524,4897,5627
ZCTA5 40207,13688,281,13407
ZCTA5 40208,5090,1312,3778
ZCTA5 40209,209,2233,-2024
ZCTA5 40210,5733,1437,4296
ZCTA5 40211,9315,441,8874
ZCTA5 40212,6745,2329,4416
ZCTA5 40213,7116,2674,4442
ZCTA5 40214,18396,433,17963
ZCTA5 40215,7845,590,7255
ZCTA5 40216,17401,858,16543
ZCTA5 40217,6053,97,5956
ZCTA5 40218,13483,277,13206
ZCTA5 40219,15565,236,15329
ZCTA5 40220,15339,191,15148
ZCTA5 40221,0,403,-403
ZCTA5 40222,10114,778,9336
ZCTA5 40223,10046,1184,8862
ZCTA5 40228,7059,2140,4919
ZCTA5 40229,14725,33,14692
ZCTA5 40231,0,4043,-4043
ZCTA5 40241,12730,402,12328
ZCTA5 40242,4522,252,4270
ZCTA5 40243,5445,182,5263
ZCTA5 40245,13718,355,13363
ZCTA5 40258,10565,3032,7533
ZCTA5 40272,14523,410,14113
ZCTA5 40280,8,192,-184
ZCTA5 40291,15379,510,14869
ZCTA5 40299,16654,864,15790
ZCTA5 40310,229,128,101
ZCTA5 40311,2710,344,2366
ZCTA5 40312,2300,455,1845
ZCTA5 40313,1076,152,924
ZCTA5 40316,166,131,35
ZCTA5 40322,1083,696,387
ZCTA5 40324,18718,483,18235
ZCTA5 40328,436,136,300
ZCTA5 40330,8169,116,8053
ZCTA5 40334,6,202,-196
ZCTA5 40336,4985,2324,2661
ZCTA5 40337,1955,2722,-767
ZCTA5 40339,32,1895,-1863
ZCTA5 40342,8804,71,8733
ZCTA5 40346,213,495,-282
ZCTA5 40347,1362,4069,-2707
ZCTA5 40348,352,528,-176
ZCTA5 40350,65,237,-172
ZCTA5 40351,7995,99,7896
ZCTA5 40353,8734,158,8576
ZCTA5 40355,71,0,71
ZCTA5 40356,16571,102,16469
ZCTA5 40357,64,99,-35
ZCTA5 40358,474,16,458
ZCTA5 40359,2602,13,2589
ZCTA5 40360,2685,146,2539
ZCTA5 40361,7203,31,7172
ZCTA5 40363,15,438,-423
ZCTA5 40370,1047,258,789
ZCTA5 40371,1100,4527,-3427
ZCTA5 40372,834,3734,-2900
ZCTA5 40374,724,10185,-9461
ZCTA5 40376,15,330,-315
ZCTA5 40379,1562,390,1172
ZCTA5 40380,2366,238,2128
ZCTA5 40383,9447,1334,8113
ZCTA5 40385,962,35,927
ZCTA5 40387,680,557,123
ZCTA5 40390,2113,2176,-63
ZCTA5 40391,14703,173,14530
ZCTA5 40402,780,68,712
ZCTA5 40403,9795,318,9477
ZCTA5 40404,0,341,-341
ZCTA5 40409,1392,368,1024
ZCTA5 40419,1583,79,1504
ZCTA5 40422,9389,190,9199
ZCTA5 40434,0,2228,-2228
ZCTA5 40437,1990,25,1965
ZCTA5 40440,1146,685,461
ZCTA5 40442,305,122,183
ZCTA5 40444,5425,167,5258
ZCTA5 40445,263,330,-67
ZCTA5 40447,3041,117,2924
ZCTA5 40448,0,298,-298
ZCTA5 40456,3622,1145,2477
ZCTA5 40460,352,491,-139
ZCTA5 40461,925,371,554
ZCTA5 40464,413,852,-439
ZCTA5 40468,848,354,494
ZCTA5 40472,607,176,431
ZCTA5 40475,25087,98,24989
ZCTA5 40481,139,1112,-973
ZCTA5 40484,5001,198,4803
ZCTA5 40486,1024,433,591
ZCTA5 40489,1507,160,1347
ZCTA5 40502,12866,65,12801
ZCTA5 40503,12543,313,12230
ZCTA5 40504,11881,237,11644
ZCTA5 40505,11010,1326,9684
ZCTA5 40507,1339,309,1030
ZCTA5 40508,10190,228,9962
ZCTA5 40509,18044,514,17530
ZCTA5 40510,417,216,201
ZCTA5 40511,13036,132,12904
ZCTA5 40513,4395,222,4173
ZCTA5 40514,6393,97,6296
ZCTA5 40515,14686,19,14667
ZCTA5 40516,1051,196,855
ZCTA5 40517,16778,321,16457
ZCTA5 40526,0,221,-221
ZCTA5 40536,0,144,-144
ZCTA5 40601,22318,94,22224
ZCTA5 40701,11302,504,10798
ZCTA5 40729,2071,414,1657
ZCTA5 40734,1295,200,1095
ZCTA5 40737,515,1272,-757
ZCTA5 40740,1380,436,944
ZCTA5 40741,9389,415,8974
ZCTA5 40744,6729,268,6461
ZCTA5 40759,793,40,753
ZCTA5 40763,211,398,-187
ZCTA5 40769,5933,649,5284
ZCTA5 40771,608,1294,-686
ZCTA5 40801,0,226,-226
ZCTA5 40803,21,4970,-4949
ZCTA5 40806,872,301,571
ZCTA5 40807,217,199,18
ZCTA5 40808,17,333,-316
ZCTA5 40810,494,217,277
ZCTA5 40813,121,370,-249
ZCTA5 40815,372,246,126
ZCTA5 40816,0,281,-281
ZCTA5 40818,38,6612,-6574
ZCTA5 40819,367,166,201
ZCTA5 40820,145,34,111
ZCTA5 40823,1338,105,1233
ZCTA5 40824,244,306,-62
ZCTA5 40826,208,249,-41
ZCTA5 40827,315,529,-214
ZCTA5 40828,1612,600,1012
ZCTA5 40829,42,43,-1
ZCTA5 40830,126,229,-103
ZCTA5 40831,1998,98,1900
ZCTA5 40840,157,436,-279
ZCTA5 40843,47,96,-49
ZCTA5 40844,51,47,4
ZCTA5 40845,229,397,-168
ZCTA5 40847,59,30,29
ZCTA5 40849,30,339,-309
ZCTA5 40854,436,1341,-905
ZCTA5 40855,352,111,241
ZCTA5 40856,329,183,146
ZCTA5 40858,75,125,-50
ZCTA5 40862,194,14,180
ZCTA5 40863,184,64,120
ZCTA5 40865,140,221,-81
ZCTA5 40868,376,254,122
ZCTA5 40870,239,87,152
ZCTA5 40873,798,147,651
ZCTA5 40874,80,571,-491
ZCTA5 40902,328,1041,-713
ZCTA5 40903,262,34,228
ZCTA5 40906,4348,580,3768
ZCTA5 40913,114,411,-297
ZCTA5 40914,313,397,-84
ZCTA5 40915,326,153,173
ZCTA5 40921,96,119,-23
ZCTA5 40923,239,128,111
ZCTA5 40927,250,137,113
ZCTA5 40935,878,138,740
ZCTA5 40939,55,240,-185
ZCTA5 40940,121,805,-684
ZCTA5 40941,0,463,-463
ZCTA5 40943,245,215,30
ZCTA5 40946,20,449,-429
ZCTA5 40949,82,353,-271
ZCTA5 40953,157,403,-246
ZCTA5 40958,209,181,28
ZCTA5 40962,6081,123,5958
ZCTA5 40964,24,259,-235
ZCTA5 40965,4792,314,4478
ZCTA5 40972,530,302,228
ZCTA5 40977,3157,300,2857
ZCTA5 40979,0,200,-200
ZCTA5 40981,0,398,-398
ZCTA5 40982,163,430,-267
ZCTA5 40983,83,331,-248
ZCTA5 40988,182,392,-210
ZCTA5 40995,6,88,-82
ZCTA5 40997,130,230,-100
ZCTA5 41001,6662,14,6648
ZCTA5 41002,970,62,908
ZCTA5 41003,843,227,616
ZCTA5 41004,1303,3141,-1838
ZCTA5 41005,8416,167,8249
ZCTA5 41006,1433,89,1344
ZCTA5 41007,1657,271,1386
ZCTA5 41008,2775,11902,-9127
ZCTA5 41010,1304,12334,-11030
ZCTA5 41011,12605,792,11813
ZCTA5 41014,2958,610,2348
ZCTA5 41015,8099,26,8073
ZCTA5 41016,2770,1096,1674
ZCTA5 41017,15870,653,15217
ZCTA5 41018,11497,7591,3906
ZCTA5 41030,1969,837,1132
ZCTA5 41031,6433,239,6194
ZCTA5 41033,632,2510,-1878
ZCTA5 41034,477,1414,-937
ZCTA5 41035,4386,104,4282
ZCTA5 41039,1009,322,687
ZCTA5 41040,2869,507,2362
ZCTA5 41041,2939,0,2939
ZCTA5 41042,22003,1813,20190
ZCTA5 41043,597,662,-65
ZCTA5 41044,455,479,-24
ZCTA5 41045,510,2104,-1594
ZCTA5 41046,543,1264,-721
ZCTA5 41048,5390,783,4607
ZCTA5 41049,823,59,764
ZCTA5 41051,10947,933,10014
ZCTA5 41052,89,747,-658
ZCTA5 41055,734,1287,-553
ZCTA5 41056,5345,1103,4242
ZCTA5 41059,1175,1894,-719
ZCTA5 41063,1011,410,601
ZCTA5 41064,794,1282,-488
ZCTA5 41071,9653,900,8753
ZCTA5 41073,2683,787,1896
ZCTA5 41074,2564,54,2510
ZCTA5 41075,6586,25,6561
ZCTA5 41076,6658,3449,3209
ZCTA5 41080,603,9218,-8615
ZCTA5 41083,475,451,24
ZCTA5 41085,398,11818,-11420
ZCTA5 41086,802,468,334
ZCTA5 41091,7638,763,6875
ZCTA5 41092,1110,619,491
ZCTA5 41093,1074,889,185
ZCTA5 41094,4841,688,4153
ZCTA5 41095,1359,173,1186
ZCTA5 41097,2436,62,2374
ZCTA5 41098,638,333,305
ZCTA5 41101,7714,1568,6146
ZCTA5 41102,7346,991,6355
ZCTA5 41121,632,953,-321
ZCTA5 41124,407,19755,-19348
ZCTA5 41129,3511,33,3478
ZCTA5 41132,168,7972,-7804
ZCTA5 41135,107,12483,-12376
ZCTA5 41139,3332,1015,2317
ZCTA5 41141,769,1579,-810
ZCTA5 41142,28,417,-389
ZCTA5 41143,4706,37,4669
ZCTA5 41144,3601,2537,1064
ZCTA5 41146,184,2651,-2467
ZCTA5 41149,154,62,92
ZCTA5 41159,164,561,-397
ZCTA5 41164,4467,6410,-1943
ZCTA5 41166,315,593,-278
ZCTA5 41168,981,12187,-11206
ZCTA5 41169,2293,81,2212
ZCTA5 41171,1310,77,1233
ZCTA5 41174,400,312,88
ZCTA5 41175,2201,59,2142
ZCTA5 41179,2752,138,2614
ZCTA5 41180,355,535,-180
ZCTA5 41181,52,661,-609
ZCTA5 41183,714,15,699
ZCTA5 41189,709,6660,-5951
ZCTA5 41201,71,887,-816
ZCTA5 41203,269,3267,-2998
ZCTA5 41204,286,465,-179
ZCTA5 41214,152,2557,-2405
ZCTA5 41216,549,1067,-518
ZCTA5 41219,696,235,461
ZCTA5 41222,995,2193,-1198
ZCTA5 41224,1566,591,975
ZCTA5 41226,74,1681,-1607
ZCTA5 41230,4281,5723,-1442
ZCTA5 41231,420,312,108
ZCTA5 41232,172,418,-246
ZCTA5 41234,202,1583,-1381
ZCTA5 41238,341,2657,-2316
ZCTA5 41240,2429,4215,-1786
ZCTA5 41250,417,257,160
ZCTA5 41254,239,943,-704
ZCTA5 41255,261,263,-2
ZCTA5 41256,848,17032,-16184
ZCTA5 41257,238,102,136
ZCTA5 41260,258,1938,-1680
ZCTA5 41262,317,381,-64
ZCTA5 41263,107,4254,-4147
ZCTA5 41264,257,3030,-2773
ZCTA5 41265,460,458,2
ZCTA5 41267,291,846,-555
ZCTA5 41268,337,165,172
ZCTA5 41271,89,859,-770
ZCTA5 41274,243,313,-70
ZCTA5 41301,2143,5766,-3623
ZCTA5 41310,0,205,-205
ZCTA5 41311,2341,262,2079
ZCTA5 41314,1577,452,1125
ZCTA5 41317,224,17041,-16817
ZCTA5 41332,305,14957,-14652
ZCTA5 41339,4236,3070,1166
ZCTA5 41348,465,104,361
ZCTA5 41351,8,0,8
ZCTA5 41352,242,402,-160
ZCTA5 41360,114,491,-377
ZCTA5 41364,65,911,-846
ZCTA5 41365,303,200,103
ZCTA5 41366,22,1598,-1576
ZCTA5 41367,98,539,-441
ZCTA5 41385,248,3342,-3094
ZCTA5 41386,11,70,-59
ZCTA5 41390,38,402,-364
ZCTA5 41397,60,713,-653
ZCTA5 41408,170,47,123
ZCTA5 41421,137,319,-182
ZCTA5 41425,437,702,-265
ZCTA5 41464,137,367,-230
ZCTA5 41465,4134,4533,-399
ZCTA5 41472,3300,2186,1114
ZCTA5 41501,9306,1835,7471
ZCTA5 41503,149,459,-310
ZCTA5 41512,250,580,-330
ZCTA5 41513,196,1493,-1297
ZCTA5 41514,1190,724,466
ZCTA5 41517,22,113,-91
ZCTA5 41519,312,697,-385
ZCTA5 41522,2004,0,2004
ZCTA5 41524,95,227,-132
ZCTA5 41526,23,2085,-2062
ZCTA5 41527,345,274,71
ZCTA5 41528,154,493,-339
ZCTA5 41531,376,119,257
ZCTA5 41534,97,22,75
ZCTA5 41535,286,185,101
ZCTA5 41537,1620,686,934
ZCTA5 41538,115,87,28
ZCTA5 41539,693,2116,-1423
ZCTA5 41540,95,1155,-1060
ZCTA5 41543,252,1081,-829
ZCTA5 41544,209,1265,-1056
ZCTA5 41547,367,2510,-2143
ZCTA5 41548,453,947,-494
ZCTA5 41553,781,608,173
ZCTA5 41554,296,700,-404
ZCTA5 41555,309,1229,-920
ZCTA5 41557,858,15761,-14903
ZCTA5 41558,310,10983,-10673
ZCTA5 41559,184,415,-231
ZCTA5 41560,77,2837,-2760
ZCTA5 41562,955,289,666
ZCTA5 41563,114,607,-493
ZCTA5 41564,241,1246,-1005
ZCTA5 41566,199,4317,-4118
ZCTA5 41567,33,1432,-1399
ZCTA5 41568,350,502,-152
ZCTA5 41571,208,697,-489
ZCTA5 41572,1375,218,1157
ZCTA5 41601,288,1151,-863
ZCTA5 41602,346,654,-308
ZCTA5 41603,671,335,336
ZCTA5 41604,197,1776,-1579
ZCTA5 41605,347,509,-162
ZCTA5 41606,251,442,-191
ZCTA5 41607,169,58,111
ZCTA5 41612,126,692,-566
ZCTA5 41615,137,7634,-7497
ZCTA5 41616,248,9663,-9415
ZCTA5 41619,141,251,-110
ZCTA5 41621,71,1296,-1225
ZCTA5 41622,86,1213,-1127
