SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,0 Galena Rd,Staunton,VA,24401,319950,,,Staunton,,871200,,1,,,Active,,,https://www.redfin.com/VA/STAUNTON/GALENA-RD-24401/home/164704753,MLSRV,889817,N,Y,38.202819,-79.104228
MLS Listing,,Single Family Residential,284 Elkin Cir,Waynesboro,VA,22980,169900,3,1.0,Winchester Heights,895,6098,1968,1,190,,Active,,,https://www.redfin.com/VA/Waynesboro/284-Elkin-Cir-22980/home/68481835,GAAR,636901,N,Y,38.0624329,-78.8771208
MLS Listing,,Single Family Residential,1852 Springhill Rd,Staunton,VA,24401,599900,3,2.5,Staunton,3008,68389,2009,1,199,,Active,,,https://www.redfin.com/VA/Staunton/1852-Spring-Hill-Rd-24401/home/68357294,CAAR,636895,N,Y,38.1811229,-79.0687205
MLS Listing,,Vacant Land,TBD Buttermilk Spring Rd,Staunton,VA,24401,20000,,,Staunton,,32670,,1,,,Active,,,https://www.redfin.com/VA/Staunton/TBD-Buttermilk-Spring-Rd-24401/home/183055299,GAAR,636894,N,Y,38.1451701221156,-79.1023095504761
MLS Listing,,Vacant Land,TBD Lot 6 Ladd Rd,Waynesboro,VA,22980,149900,,,Waynesboro,,118047,,1,,,Active,,,https://www.redfin.com/VA/Waynesboro/6-Brandon-Ladd-Cir-22980/home/183053008,GAAR,636885,N,Y,38.0652059,-78.9321191
MLS Listing,,Single Family Residential,1501 2nd St,Waynesboro,VA,22980,79900,2,1.0,Bcmm & Lc,1056,6098,1943,1,76,,Active,,,https://www.redfin.com/VA/Waynesboro/1501-2nd-St-22980/home/68474852,GAAR,636862,N,Y,38.0736811,-78.8628361
MLS Listing,,Single Family Residential,2812 N Augusta St,Staunton,VA,24401,385000,4,2.5,Staunton,2221,19166,1956,1,173,,Active,,,https://www.redfin.com/VA/Staunton/2812-N-Augusta-St-24401/home/68356880,HRAR,636861,N,Y,38.1703386,-79.0498292
MLS Listing,,Single Family Residential,2308 Davis Rd,Waynesboro,VA,22980,300000,4,2.5,Walnut Grove Farm,2140,21344,1962,4,140,,Active,,,https://www.redfin.com/VA/Waynesboro/2308-Davis-Rd-22980/home/68479646,GAAR,636845,N,Y,38.069602,-78.9223932
MLS Listing,,Single Family Residential,70 Augusta Farms Rd,Waynesboro,VA,22980,299900,3,2.0,Waynesboro,2167,81021,1970,5,138,,Active,,,https://www.redfin.com/VA/Waynesboro/70-Augusta-Farms-Rd-22980/home/121744598,GAAR,636839,N,Y,38.0743736,-78.9977709
MLS Listing,,Single Family Residential,361 Florence Ave,Waynesboro,VA,22980,224900,3,2.5,Waynesboro,2156,9147,1931,6,104,,Active,,,https://www.redfin.com/VA/Waynesboro/361-Florence-Ave-22980/home/68477185,CAAR,636832,N,Y,38.0760001,-78.8875565
