Zipcode,Median Income ,Old Median Income,Growth,Population_size,Population_age,Num_White_People,Immigrant_pop,Num_Black_People,Percentage_Black,2012_pop_size,Pop_Growth
ZCTA5 17921,2419,2312,107,6836,44.9,5503,29,952,0.139262727,6308,528
ZCTA5 17922,1878,3291,-1413,5047,42.5,4997,0,6,0.001188825,9136,-4089
ZCTA5 17923,193,2238,-2045,323,58.1,323,0,0,0,6108,-5785
ZCTA5 17925,128,1139,-1011,320,39.9,301,0,6,0.01875,2786,-2466
ZCTA5 17929,526,931,-405,1239,43,1216,7,7,0.005649718,2375,-1136
ZCTA5 17930,137,2738,-2601,281,50.1,281,0,0,0,7280,-6999
ZCTA5 17931,1951,181,1770,8968,39.6,6400,78,2070,0.230820696,477,8491
ZCTA5 17933,107,4481,-4374,190,74.2,190,0,0,0,11487,-11297
ZCTA5 17934,94,111,-17,210,46.5,210,0,0,0,274,-64
ZCTA5 17935,710,214,496,1576,43.1,1467,8,7,0.004441624,527,1049
ZCTA5 17936,377,368,9,1087,33,1081,0,0,0,1027,60
ZCTA5 17938,1075,191,884,2582,40.1,2560,0,2,0.000774593,584,1998
ZCTA5 17941,274,283,-9,750,42.2,744,0,0,0,701,49
ZCTA5 17943,13,3340,-3327,28,31.9,17,0,0,0,8337,-8309
ZCTA5 17944,83,2452,-2369,169,32.9,169,0,0,0,6099,-5930
ZCTA5 17945,156,1262,-1106,253,47.5,253,0,0,0,3302,-3049
ZCTA5 17946,127,1470,-1343,280,45.4,280,0,0,0,3773,-3493
ZCTA5 17948,1686,16070,-14384,4203,39.4,3904,38,9,0.002141328,48483,-44280
ZCTA5 17949,97,18476,-18379,206,47,206,0,0,0,48021,-47815
ZCTA5 17951,141,16587,-16446,339,26.4,339,0,0,0,43396,-43057
ZCTA5 17952,100,0,100,213,49.8,213,0,0,0,61,152
ZCTA5 17953,156,2624,-2468,335,55.3,329,1,0,0,6829,-6494
ZCTA5 17954,2003,6385,-4382,4542,45.5,4056,16,0,0,16274,-11732
ZCTA5 17957,140,0,140,393,41.8,393,0,0,0,0,393
ZCTA5 17959,570,10805,-10235,1421,42.7,1382,1,5,0.003518649,27593,-26172
ZCTA5 17960,1839,4890,-3051,4522,49,4392,21,3,0.000663423,11859,-7337
ZCTA5 17961,2866,2678,188,6781,48.8,6326,80,23,0.00339183,7222,-441
ZCTA5 17963,3683,552,3131,9166,49,8969,27,32,0.003491163,1357,7809
ZCTA5 17964,278,39,239,814,44.7,806,0,0,0,100,714
ZCTA5 17965,829,839,-10,1853,47.4,1810,7,0,0,2324,-471
ZCTA5 17967,906,482,424,2279,46.7,2235,0,2,0.000877578,1042,1237
ZCTA5 17968,76,1100,-1024,247,37.4,241,0,0,0,2415,-2168
ZCTA5 17970,1365,603,762,3182,47.5,3159,0,1,0.000314268,1283,1899
ZCTA5 17972,4760,157,4603,11511,43.2,11125,153,70,0.00608114,381,11130
ZCTA5 17974,110,130,-20,343,33.6,343,0,0,0,304,39
ZCTA5 17976,2438,3492,-1054,6338,38.4,5256,0,162,0.025560114,9279,-2941
ZCTA5 17978,220,77,143,728,35.8,725,0,0,0,142,586
ZCTA5 17979,24,2577,-2553,61,61.7,61,0,0,0,5500,-5439
ZCTA5 17980,1173,5,1168,2936,42.9,2875,0,0,0,5,2931
ZCTA5 17981,987,3612,-2625,2658,43.3,2615,0,1,0.000376223,9579,-6921
ZCTA5 17982,200,39,161,405,61.6,405,0,0,0,85,320
ZCTA5 17983,559,308,251,1404,40.3,1326,0,0,0,658,746
ZCTA5 17985,557,1776,-1219,1386,47.2,1299,0,46,0.033189033,3953,-2567
ZCTA5 18011,1983,207,1776,5702,36.1,4831,147,187,0.03279551,391,5311
ZCTA5 18012,0,7648,-7648,0,-,0,0,0,#DIV/0!,18894,-18894
ZCTA5 18013,6797,1485,5312,18126,41.3,16633,124,342,0.018867925,3515,14611
ZCTA5 18014,4446,151,4295,12036,44.1,10922,17,393,0.032652044,490,11546
ZCTA5 18015,11686,1684,10002,33127,32.3,22032,1456,2974,0.089775712,3929,29198
ZCTA5 18017,16169,359,15810,40142,44.4,29501,1561,2856,0.071147427,945,39197
ZCTA5 18018,13394,98,13296,31417,38.6,23654,436,2343,0.074577458,214,31203
ZCTA5 18020,7906,186,7720,21275,43.5,17363,1163,1051,0.049400705,440,20835
ZCTA5 18030,243,158,85,549,41.4,527,1,17,0.030965392,482,67
ZCTA5 18031,4078,69,4009,11882,37.2,7305,1966,1259,0.105958593,178,11704
ZCTA5 18032,3933,240,3693,9459,40.2,8478,15,141,0.014906438,585,8874
ZCTA5 18034,3066,1413,1653,9270,40.8,8435,285,62,0.006688242,3721,5549
ZCTA5 18035,14,1236,-1222,38,52.3,38,0,0,0,3045,-3007
ZCTA5 18036,5689,62,5627,14385,47.8,12927,231,194,0.01348627,107,14278
ZCTA5 18037,3083,4824,-1741,7268,45.6,6576,4,55,0.007567419,11205,-3937
ZCTA5 18038,1391,338,1053,3436,48.2,3373,0,0,0,769,2667
ZCTA5 18040,6428,1660,4768,17022,45,13913,839,1449,0.085125132,4241,12781
ZCTA5 18041,2146,208,1938,5779,42,5381,88,31,0.00536425,532,5247
ZCTA5 18042,15971,9435,6536,43834,37.1,29364,1212,6260,0.142811516,27877,15957
ZCTA5 18045,11617,5985,5632,29198,46.4,23681,1622,1404,0.048085485,17289,11909
ZCTA5 18046,55,634,-579,142,35.6,142,0,0,0,1794,-1652
ZCTA5 18049,7215,921,6294,18111,43.2,16590,443,454,0.025067638,2711,15400
ZCTA5 18051,1239,39,1200,3102,50,2928,0,0,0,99,3003
ZCTA5 18052,11892,3665,8227,29108,40.6,22008,1176,2010,0.069053181,10769,18339
ZCTA5 18053,948,957,-9,2554,43.2,2499,0,55,0.021534847,2269,285
ZCTA5 18054,1701,1701,0,5137,37.6,4821,70,83,0.01615729,4782,355
ZCTA5 18055,4616,276,4340,11828,45.3,10752,261,163,0.013780859,614,11214
ZCTA5 18056,416,2714,-2298,1557,27.8,850,18,11,0.007064868,7477,-5920
ZCTA5 18058,3593,3232,361,10153,43.6,9273,0,204,0.020092583,10112,41
ZCTA5 18059,366,432,-66,855,54.1,837,12,0,0,1191,-336
ZCTA5 18062,10126,864,9262,26604,43.8,22414,948,783,0.029431664,2515,24089
ZCTA5 18063,126,171,-45,301,62.9,294,0,0,0,761,-460
ZCTA5 18064,10018,1419,8599,26846,44.5,25471,420,365,0.013596066,4467,22379
ZCTA5 18065,163,107,56,231,67.5,226,0,0,0,297,-66
ZCTA5 18066,2199,1692,507,5776,45.6,5472,0,124,0.021468144,4102,1674
ZCTA5 18067,7881,5423,2458,19162,43.9,17217,285,300,0.015655986,14610,4552
ZCTA5 18069,2988,51,2937,8205,47.2,7064,503,260,0.031687995,140,8065
ZCTA5 18070,154,170,-16,326,49,326,0,0,0,424,-98
ZCTA5 18071,4563,1533,3030,10758,47.2,10436,31,50,0.004647704,3771,6987
ZCTA5 18072,2679,1457,1222,6908,44.2,6525,0,103,0.014910249,3479,3429
ZCTA5 18073,4080,880,3200,10896,42.6,10020,238,330,0.030286344,2679,8217
ZCTA5 18074,2155,1024,1131,5375,45.3,5264,78,8,0.001488372,2413,2962
ZCTA5 18076,1264,110,1154,3067,44.4,2743,5,200,0.065210303,239,2828
ZCTA5 18077,911,668,243,2273,48.9,2177,6,17,0.007479103,2006,267
ZCTA5 18078,2801,191,2610,7546,45.3,7152,98,15,0.001987808,457,7089
ZCTA5 18079,192,419,-227,599,36.8,599,0,0,0,1154,-555
ZCTA5 18080,4444,4452,-8,11028,40.9,10593,2,35,0.00317374,12352,-1324
ZCTA5 18081,41,191,-150,162,14.3,162,0,0,0,445,-283
ZCTA5 18083,248,570,-322,674,36.8,651,2,0,0,1417,-743
ZCTA5 18085,336,110,226,822,39.8,754,8,53,0.064476886,275,547
ZCTA5 18086,241,18,223,518,59.1,518,0,0,0,129,389
ZCTA5 18087,253,10691,-10438,747,40.1,685,34,12,0.016064257,28578,-27831
ZCTA5 18088,3231,490,2741,8139,45.5,7540,17,134,0.016463939,1396,6743
ZCTA5 18091,2203,175,2028,5634,43.2,5439,38,48,0.008519702,499,5135
ZCTA5 18092,1265,1236,29,3370,47.4,3237,35,31,0.009198813,3262,108
ZCTA5 18101,1931,2742,-811,5437,30.1,2510,57,876,0.161118264,6926,-1489
ZCTA5 18102,17425,974,16451,51996,30.3,23979,660,7506,0.144357258,2574,49422
ZCTA5 18103,18745,5789,12956,49023,38.3,31295,1297,5251,0.107112988,13902,35121
ZCTA5 18104,17389,8797,8592,45959,38.7,34770,3294,3057,0.066515808,22260,23699
ZCTA5 18106,2790,57,2733,6621,48.2,5364,440,384,0.057997281,162,6459
ZCTA5 18109,6966,2130,4836,17266,33.9,9833,409,2660,0.154060002,5638,11628
ZCTA5 18195,0,506,-506,0,-,0,0,0,#DIV/0!,1046,-1046
ZCTA5 18201,11586,470,11116,31258,37.5,19251,219,2012,0.064367522,1168,30090
ZCTA5 18202,5071,1690,3381,13343,42.3,9780,3,1282,0.096080342,4411,8932
ZCTA5 18210,2983,28,2955,7402,48.8,6201,191,585,0.079032694,55,7347
ZCTA5 18211,416,1785,-1369,987,56.9,987,0,0,0,4444,-3457
ZCTA5 18212,9,1922,-1913,17,85.1,17,0,0,0,4880,-4863
ZCTA5 18214,766,535,231,1676,54,1651,12,0,0,1441,235
ZCTA5 18216,448,2027,-1579,1131,49.1,1052,0,0,0,5045,-3914
ZCTA5 18218,884,91,793,2224,38.9,2036,0,80,0.035971223,290,1934
ZCTA5 18219,510,4659,-4149,1041,53.6,873,94,44,0.042267051,11526,-10485
ZCTA5 18220,134,13,121,281,45.7,279,0,0,0,33,248
ZCTA5 18221,149,5346,-5197,406,33.8,406,0,0,0,13528,-13122
ZCTA5 18222,3570,2911,659,9741,45.7,8788,115,331,0.033980084,7094,2647
ZCTA5 18223,26,1671,-1645,55,-,55,0,0,0,4225,-4170
ZCTA5 18224,2711,272,2439,6353,45.4,5680,109,151,0.023768298,656,5697
ZCTA5 18225,0,5454,-5454,0,-,0,0,0,#DIV/0!,14446,-14446
ZCTA5 18229,3653,72,3581,8988,49,8479,24,103,0.011459724,164,8824
ZCTA5 18230,55,407,-352,150,51.5,150,0,0,0,1002,-852
ZCTA5 18231,210,171,39,474,30.4,386,7,32,0.067510549,492,-18
ZCTA5 18232,1722,144,1578,4158,38.2,3772,0,122,0.029341029,407,3751
ZCTA5 18234,335,116,219,453,65.1,453,0,0,0,241,212
ZCTA5 18235,7827,4922,2905,19404,47.4,18594,46,121,0.006235828,13539,5865
ZCTA5 18237,1408,733,675,3794,35.8,2934,61,24,0.006325778,2020,1774
ZCTA5 18239,66,1516,-1450,109,50.5,109,0,0,0,3873,-3764
ZCTA5 18240,1451,4130,-2679,3817,41.3,3465,0,206,0.053969086,9975,-6158
ZCTA5 18241,238,190,48,401,65.5,401,0,0,0,392,9
ZCTA5 18242,151,2189,-2038,344,36.1,193,0,0,0,5079,-4735
ZCTA5 18244,132,412,-280,359,39.5,352,0,1,0.002785515,1084,-725
ZCTA5 18245,169,25,144,278,68.6,278,0,0,0,37,241
ZCTA5 18246,96,49,47,334,28.1,287,0,0,0,102,232
ZCTA5 18248,183,168,15,529,40.4,496,0,29,0.054820416,422,107
ZCTA5 18249,1434,42,1392,3836,47.2,3636,93,70,0.018248175,124,3712
ZCTA5 18250,1222,1326,-104,3069,39.3,2877,0,0,0,3131,-62
ZCTA5 18252,4623,26,4597,11296,45.1,10227,0,30,0.002655807,85,11211
ZCTA5 18254,347,77,270,1034,34.4,822,0,61,0.058994197,196,838
ZCTA5 18255,1589,130,1459,4254,44.7,4120,0,38,0.008932769,248,4006
ZCTA5 18256,79,169,-90,172,56.1,172,0,0,0,451,-279
ZCTA5 18301,9701,98,9603,29685,39.9,18725,557,6304,0.212363146,287,29398
ZCTA5 18302,6036,442,5594,17649,42.8,11788,459,2843,0.161085614,921,16728
ZCTA5 18321,617,640,-23,1743,45,1662,52,0,0,1575,168
ZCTA5 18322,909,5552,-4643,2829,47.6,2708,66,43,0.015199717,17306,-14477
ZCTA5 18323,58,221,-163,80,63.9,80,0,0,0,506,-426
ZCTA5 18324,3668,989,2679,9587,45.3,5277,178,2502,0.260978408,2294,7293
ZCTA5 18325,1022,191,831,2819,35.6,2196,0,0,0,525,2294
ZCTA5 18326,1420,1613,-193,3828,39.6,2954,59,737,0.192528736,7437,-3609
ZCTA5 18327,295,204,91,613,46.5,533,39,23,0.037520392,380,233
ZCTA5 18328,3041,453,2588,7864,45.2,7434,12,47,0.005976602,1022,6842
ZCTA5 18330,3102,8766,-5664,9247,42.4,7385,110,1098,0.118741213,20619,-11372
ZCTA5 18331,176,8850,-8674,430,56.3,409,20,0,0,20973,-20543
ZCTA5 18332,942,2044,-1102,2977,38.1,2196,0,577,0.193819281,4884,-1907
ZCTA5 18333,0,4782,-4782,0,-,0,0,0,#DIV/0!,11731,-11731
ZCTA5 18334,1715,5063,-3348,5277,42.9,3948,14,432,0.081864696,14243,-8966
ZCTA5 18335,437,4566,-4129,1472,52.3,1176,47,249,0.169157609,14632,-13160
ZCTA5 18336,1578,5492,-3914,3536,47.8,3241,194,51,0.014423077,11997,-8461
ZCTA5 18337,5837,2137,3700,15299,45,13449,104,608,0.03974116,4965,10334
ZCTA5 18340,36,3631,-3595,155,31.2,155,0,0,0,8323,-8168
ZCTA5 18342,217,2187,-1970,543,45.3,362,181,0,0,4953,-4410
ZCTA5 18343,1668,110,1558,4020,52.6,3474,97,144,0.035820896,238,3782
ZCTA5 18344,1271,7976,-6705,3616,42.2,2940,159,384,0.10619469,19239,-15623
ZCTA5 18346,1070,1538,-468,2605,46.6,2002,124,212,0.081381958,4788,-2183
ZCTA5 18347,1538,6201,-4663,2917,61.2,2917,0,0,0,17400,-14483
ZCTA5 18349,59,1089,-1030,160,13.9,31,0,129,0.80625,2767,-2607
ZCTA5 18350,393,824,-431,722,66.6,641,81,0,0,1938,-1216
ZCTA5 18351,175,233,-58,507,40.4,480,0,2,0.003944773,551,-44
ZCTA5 18353,4608,882,3726,11993,52.4,10721,399,453,0.037772034,2084,9909
ZCTA5 18354,518,1589,-1071,1447,43.1,1306,80,61,0.042156185,3878,-2431
ZCTA5 18355,478,69,409,1276,38.5,1149,56,16,0.012539185,224,1052
ZCTA5 18356,32,1990,-1958,70,-,70,0,0,0,6154,-6084
ZCTA5 18357,52,80,-28,64,93.2,63,0,0,0,208,-144
ZCTA5 18360,10799,948,9851,28609,45,21984,698,3524,0.123178021,2382,26227
ZCTA5 18370,421,251,170,1120,33.4,853,0,186,0.166071429,590,530
ZCTA5 18371,269,189,80,665,49.9,406,0,213,0.320300752,386,279
ZCTA5 18372,928,190,738,2532,42.7,1724,26,534,0.210900474,660,1872
ZCTA5 18403,2798,93,2705,6825,45.3,6717,79,1,0.00014652,263,6562
ZCTA5 18405,926,675,251,2309,49.5,2192,6,0,0,1739,570
ZCTA5 18407,6141,1258,4883,14562,42.8,13637,141,99,0.006798517,3219,11343
ZCTA5 18411,8762,476,8286,23002,42.9,20937,883,421,0.018302756,1194,21808
ZCTA5 18413,30,150,-120,53,-,53,0,0,0,354,-301
ZCTA5 18414,2211,5723,-3512,5488,47,5307,23,34,0.006195335,13474,-7986
ZCTA5 18415,743,1648,-905,1468,57.6,1305,13,0,0,4113,-2645
ZCTA5 18417,379,607,-228,946,51.9,909,15,0,0,1465,-519
ZCTA5 18419,1770,7248,-5478,4529,45.8,4112,36,141,0.0311327,17157,-12628
ZCTA5 18420,73,3104,-3031,169,38.9,167,0,0,0,7142,-6973
ZCTA5 18421,1927,1721,206,4633,47.7,4410,24,68,0.014677315,3950,683
ZCTA5 18424,2041,5556,-3515,5161,50.2,4816,19,132,0.025576439,12652,-7491
ZCTA5 18425,426,3309,-2883,1011,54.6,1000,0,0,0,7321,-6310
ZCTA5 18426,1527,3775,-2248,3530,55.7,3223,43,28,0.007932011,8850,-5320
ZCTA5 18428,5178,49,5129,12250,51.7,10890,244,269,0.021959184,138,12112
ZCTA5 18430,29,2512,-2483,75,46.9,71,4,0,0,6581,-6506
ZCTA5 18431,5262,879,4383,12518,46.8,12106,62,36,0.002875859,2252,10266
ZCTA5 18433,2940,4803,-1863,6840,47.4,6617,10,14,0.002046784,12498,-5658
ZCTA5 18434,1693,1309,384,3869,46.1,3275,89,0,0,3209,660
ZCTA5 18435,440,2179,-1739,1023,66.2,893,0,0,0,5418,-4395
ZCTA5 18436,4717,1004,3713,12805,49.6,12399,38,17,0.001327606,3005,9800
ZCTA5 18437,77,16376,-16299,159,57.3,157,2,0,0,41121,-40962
ZCTA5 18438,562,13890,-13328,1183,60.4,1036,0,0,0,31277,-30094
ZCTA5 18439,166,6403,-6237,472,52.3,462,0,6,0.012711864,14324,-13852
ZCTA5 18440,20,7196,-7176,37,59.9,37,0,0,0,16268,-16231
ZCTA5 18441,172,5819,-5647,415,48.9,404,5,0,0,15850,-15435
ZCTA5 18443,141,3447,-3306,380,35.8,380,0,0,0,9937,-9557
ZCTA5 18444,5364,1407,3957,14133,45.7,13463,77,197,0.013939008,2892,11241
ZCTA5 18445,924,3484,-2560,2437,50.5,2095,75,16,0.006565449,8744,-6307
ZCTA5 18446,1379,2286,-907,3361,49.8,3292,11,6,0.001785183,6107,-2746
ZCTA5 18447,4369,631,3738,10299,45.4,10088,10,0,0,1583,8716
ZCTA5 18451,238,53,185,560,61.2,551,0,3,0.005357143,125,435
ZCTA5 18452,2301,55,2246,5145,54.7,4925,0,50,0.009718173,158,4987
ZCTA5 18453,463,85,378,1236,47.7,1213,12,0,0,214,1022
ZCTA5 18454,51,538,-487,94,69.7,94,0,0,0,1456,-1362
ZCTA5 18455,53,549,-496,114,70.8,114,0,0,0,1153,-1039
ZCTA5 18456,113,1448,-1335,223,51.5,219,0,4,0.01793722,3673,-3450
ZCTA5 18457,32,108,-76,123,16.4,123,0,0,0,244,-121
ZCTA5 18458,1455,510,945,3617,49.9,3435,59,0,0,1314,2303
ZCTA5 18460,82,28,54,179,56.7,179,0,0,0,107,72
ZCTA5 18461,131,653,-522,203,61.3,203,0,0,0,1487,-1284
ZCTA5 18462,214,118,96,554,48,538,3,0,0,216,338
ZCTA5 18463,86,318,-232,242,57.9,232,0,5,0.020661157,817,-575
ZCTA5 18464,592,372,220,1550,51.1,1347,77,47,0.030322581,846,704
ZCTA5 18465,492,449,43,1206,50.1,1168,3,15,0.012437811,1099,107
ZCTA5 18466,5753,718,5035,17492,38.9,9197,750,4534,0.259204208,1814,15678
ZCTA5 18469,165,774,-609,405,70.9,348,17,0,0,1954,-1549
ZCTA5 18470,793,1422,-629,1901,49.9,1731,5,8,0.004208311,3654,-1753
ZCTA5 18471,207,1248,-1041,529,48.2,529,0,0,0,3315,-2786
ZCTA5 18472,1520,4664,-3144,7343,40.7,5557,38,1431,0.194879477,11007,-3664
ZCTA5 18473,179,92,87,360,45.4,294,0,0,0,294,66
ZCTA5 18503,577,69,508,1230,33.6,1045,55,91,0.07398374,151,1079
ZCTA5 18504,8507,710,7797,20536,41.7,17300,302,323,0.015728477,2061,18475
ZCTA5 18505,8360,130,8230,21643,36.2,15324,1747,1384,0.063946773,314,21329
ZCTA5 18507,2132,297,1835,5480,40.5,4768,113,329,0.060036496,798,4682
ZCTA5 18508,4771,2251,2520,11292,39.4,9727,166,558,0.049415515,5886,5406
ZCTA5 18509,5275,3517,1758,14336,36.8,11916,373,985,0.068708147,9011,5325
ZCTA5 18510,4822,830,3992,13310,28.7,9429,1423,946,0.07107438,2249,11061
ZCTA5 18512,5678,295,5383,12811,41.8,11913,476,65,0.005073765,766,12045
ZCTA5 18517,2139,1725,414,5210,45.1,4922,53,28,0.00537428,4692,518
ZCTA5 18518,3688,535,3153,8494,44.7,7312,126,51,0.006004238,1345,7149
ZCTA5 18519,2280,10498,-8218,5242,45,4803,22,135,0.025753529,27949,-22707
ZCTA5 18602,140,6960,-6820,386,34.3,306,2,0,0,20482,-20096
ZCTA5 18603,8364,0,8364,19524,47.6,18487,52,383,0.019616882,0,19524
ZCTA5 18610,1322,38,1284,4385,38.4,2082,312,1232,0.280957811,47,4338
ZCTA5 18612,6148,7173,-1025,18382,43.5,16067,152,1564,0.085083234,21519,-3137
ZCTA5 18614,888,314,574,1831,56.7,1801,0,10,0.005461496,903,928
ZCTA5 18615,747,890,-143,1757,48.6,1741,0,2,0.001138304,2338,-581
ZCTA5 18616,304,71,233,765,60.7,741,0,0,0,139,626
ZCTA5 18617,696,361,335,1461,41.6,1134,46,153,0.104722793,969,492
ZCTA5 18618,1569,2088,-519,3627,44.8,3428,26,16,0.004411359,6245,-2618
ZCTA5 18619,59,2631,-2572,137,58.6,135,0,1,0.00729927,8510,-8373
ZCTA5 18621,1950,982,968,5991,46.8,5169,11,477,0.079619429,2543,3448
ZCTA5 18622,55,146,-91,159,49.9,159,0,0,0,414,-255
ZCTA5 18623,944,26,918,2332,45.5,2210,2,4,0.001715266,37,2295
ZCTA5 18624,256,13,243,433,60.6,318,46,0,0,60,373
ZCTA5 18625,57,5996,-5939,108,62,104,0,0,0,14087,-13979
ZCTA5 18626,180,10791,-10611,547,62.8,542,0,5,0.009140768,28982,-28435
ZCTA5 18627,0,1369,-1369,0,-,0,0,0,#DIV/0!,3719,-3719
ZCTA5 18628,97,8833,-8736,211,47.8,204,0,0,0,24361,-24150
ZCTA5 18629,775,2245,-1470,1813,54.1,1767,0,2,0.001103144,6949,-5136
ZCTA5 18630,1101,89,1012,2898,46,2803,16,4,0.001380262,192,2706
ZCTA5 18631,435,12780,-12345,904,50.7,904,0,0,0,34511,-33607
ZCTA5 18632,188,3110,-2922,578,42.2,530,0,0,0,9677,-9099
ZCTA5 18634,5515,560,4955,13281,42.8,11419,37,687,0.051728033,1551,11730
ZCTA5 18635,1487,4841,-3354,3622,45.7,3482,6,85,0.023467697,12838,-9216
ZCTA5 18636,626,185,441,1524,47.4,1464,38,0,0,492,1032
ZCTA5 18640,6839,5193,1646,16150,39.7,14379,139,957,0.059256966,13408,2742
ZCTA5 18641,2955,13785,-10830,6924,45.6,6079,87,250,0.036106297,38005,-31081
ZCTA5 18642,1763,5632,-3869,3814,51.4,3571,0,162,0.042475092,15132,-11318
ZCTA5 18643,5696,244,5452,12728,47.8,12255,34,32,0.002514142,664,12064
ZCTA5 18644,3425,1469,1956,7703,45.6,7468,7,98,0.012722316,3730,3973
ZCTA5 18651,3818,15481,-11663,8816,46.5,7746,24,543,0.061592559,41577,-32761
ZCTA5 18655,2318,6679,-4361,5395,49.6,5156,19,5,0.000926784,19036,-13641
ZCTA5 18656,879,1558,-679,2170,49.2,2112,7,7,0.003225806,4132,-1962
ZCTA5 18657,4480,171,4309,11247,44.2,10779,59,97,0.008624522,503,10744
ZCTA5 18660,1360,6189,-4829,3342,45.6,3292,0,9,0.002692998,17236,-13894
ZCTA5 18661,2039,12420,-10381,4994,47.2,4820,9,36,0.00720865,32883,-27889
ZCTA5 18701,1051,5271,-4220,3582,22,2843,55,393,0.109715243,12646,-9064
ZCTA5 18702,17152,3842,13310,42772,38.1,28022,1163,5175,0.120990368,9544,33228
ZCTA5 18704,13420,7771,5649,30742,41.4,27157,264,1316,0.042807885,21400,9342
ZCTA5 18705,6442,8144,-1702,15334,41.2,12129,86,926,0.060388679,20805,-5471
ZCTA5 18706,6792,7200,-408,16113,38.9,13911,199,238,0.014770682,20509,-4396
ZCTA5 18707,6010,281,5729,16185,44.4,15311,453,32,0.001977139,1011,15174
ZCTA5 18708,3719,7686,-3967,8472,48.3,7830,295,95,0.011213409,21184,-12712
ZCTA5 18709,1471,2396,-925,2825,47.9,2680,0,64,0.022654867,6752,-3927
ZCTA5 18801,3140,12365,-9225,7983,48.9,7667,27,29,0.00363272,35496,-27513
ZCTA5 18810,2784,7431,-4647,5792,47.8,5504,55,17,0.002935083,20805,-15013
ZCTA5 18812,617,6632,-6015,1564,56.5,1531,5,0,0,16421,-14857
ZCTA5 18814,80,129,-49,193,27.7,176,0,3,0.015544041,407,-214
ZCTA5 18816,23,9446,-9423,61,57.3,39,0,9,0.147540984,23407,-23346
ZCTA5 18817,39,21430,-21391,131,39.8,131,0,0,0,55741,-55610
ZCTA5 18818,529,3761,-3232,1209,50.6,1147,0,5,0.004135649,10324,-9115
ZCTA5 18820,34,1500,-1466,81,39.7,67,0,0,0,4104,-4023
ZCTA5 18821,465,7571,-7106,1157,44.6,1079,31,22,0.019014693,22500,-21343
ZCTA5 18822,1317,2009,-692,3163,48.2,3096,1,12,0.003793867,5679,-2516
ZCTA5 18823,75,12077,-12002,169,63.8,169,0,0,0,30645,-30476
ZCTA5 18824,476,8100,-7624,1227,51.1,1201,0,5,0.00407498,19684,-18457
ZCTA5 18825,73,1622,-1549,172,57.2,170,0,0,0,3998,-3826
ZCTA5 18826,605,4667,-4062,1451,54.5,1426,5,0,0,12512,-11061
ZCTA5 18828,108,1884,-1776,238,47.1,216,11,0,0,4792,-4554
ZCTA5 18829,284,2373,-2089,704,50.4,674,3,0,0,6617,-5913
ZCTA5 18830,243,3242,-2999,532,53.7,530,0,0,0,8520,-7988
ZCTA5 18831,422,1994,-1572,1017,54.1,924,37,3,0.002949853,5591,-4574
ZCTA5 18832,724,1321,-597,1720,41.8,1703,9,0,0,3220,-1500
ZCTA5 18833,835,5412,-4577,2024,52.1,1993,0,0,0,12736,-10712
ZCTA5 18834,1228,11111,-9883,3261,46.6,3200,0,0,0,30748,-27487
ZCTA5 18837,1013,7834,-6821,2677,40.1,2589,6,18,0.006723945,20236,-17559
ZCTA5 18840,4322,2361,1961,11068,36.5,10519,93,90,0.00813155,6043,5025
ZCTA5 18842,56,985,-929,162,40.7,161,0,0,0,2472,-2310
ZCTA5 18843,92,6567,-6475,229,38.7,157,0,38,0.165938865,16461,-16232
ZCTA5 18844,639,7551,-6912,1720,46.6,1691,6,8,0.004651163,17781,-16061
ZCTA5 18845,171,12802,-12631,498,54.9,487,7,0,0,35306,-34808
ZCTA5 18846,264,11128,-10864,671,50.6,628,0,0,0,28326,-27655
ZCTA5 18847,2026,9444,-7418,5287,42,5187,32,26,0.004917723,25931,-20644
ZCTA5 18848,3648,6277,-2629,8860,46.6,8470,2,178,0.020090293,17437,-8577
ZCTA5 18850,828,4902,-4074,1999,47.8,1886,20,6,0.003001501,13508,-11509
ZCTA5 18851,255,5548,-5293,610,50.7,578,6,0,0,15677,-15067
ZCTA5 18853,1684,5943,-4259,4084,47.6,3953,13,26,0.006366308,17482,-13398
ZCTA5 18854,621,3661,-3040,1584,47.1,1546,15,5,0.003156566,11228,-9644
ZCTA5 18901,10681,7564,3117,27996,44.6,25283,642,592,0.021145878,20101,7895
ZCTA5 18902,7892,14015,-6123,22285,45.2,19590,1191,129,0.005788647,35864,-13579
ZCTA5 18912,107,8612,-8505,188,61.2,188,0,0,0,24718,-24530
ZCTA5 18913,74,1911,-1837,243,47.2,243,0,0,0,6284,-6041
ZCTA5 18914,7757,19511,-11754,21287,44.1,18611,1397,610,0.028655987,50915,-29628
ZCTA5 18915,464,2704,-2240,1268,45.1,790,369,75,0.059148265,7182,-5914
ZCTA5 18917,969,4047,-3078,2222,40.9,1852,104,80,0.0360036,9192,-6970
ZCTA5 18920,148,7283,-7135,320,52.8,267,0,0,0,18392,-18072
ZCTA5 18921,114,2250,-2136,210,50.5,210,0,0,0,5887,-5677
ZCTA5 18923,496,2704,-2208,1430,40.9,1388,42,0,0,7391,-5961
ZCTA5 18925,2171,2635,-464,6567,40.1,5544,781,121,0.018425461,6571,-4
ZCTA5 18927,144,4522,-4378,299,40,276,0,23,0.076923077,10961,-10662
ZCTA5 18929,3352,3367,-15,9718,38.4,8815,397,21,0.002160938,9347,371
